sistema,processo,protocolo,codigoAssuntoObra,situacaoDespacho,unidade,dtEmissaoDespacho,dtPublicacaoDespacho,dt_inclusao
AprovaDigital,1020.2023/0010822-3,27465-23-SP-ALV,64380543a18ad30008547fb8,NULL,SMUL/RESID/DRGP,2023-07-11,2023-07-11,2023-08-31 14:46:00
AprovaDigital,1020.2023/0007642-9,27467-23-SP-ERB,643806aa677c6a0009e75c27,NULL,SMUL/CAP/DEPROT,2023-04-28,2023-04-28,2023-08-31 14:46:00
AprovaDigital,1020.2023/0007787-5,27468-23-SP-ERB,64380a52b1ac1e00081da097,NULL,SMUL/CAP,2023-04-29,2023-04-29,2023-08-31 14:46:00
AprovaDigital,1020.2023/0007790-5,27470-23-SP-ERB,64380e9b2231ed00081ec30a,NULL,SMUL/CAP,2023-04-29,2023-04-29,2023-08-31 14:46:00
AprovaDigital,1020.2023/0006602-4,27471-23-SP-APO,64380f1026641b00086c148f,NULL,SMUL/PARHIS/DHIS,2023-06-07,2023-06-07,2023-08-31 14:46:00
AprovaDigital,1020.2023/0006602-4,27471-23-SP-APO,64380f1026641b00086c148f,NULL,SMUL/PARHIS/DHIS,2023-06-07,2023-06-07,2023-08-31 14:46:00
AprovaDigital,1020.2023/0007178-8,27472-23-SP-AUT,643812cf7bcb380008639009,NULL,SMUL/CAP/DEPROT,2023-04-21,2023-04-21,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011901-9,5882-21-SP-ALV,612542f73fb9d200097556c6,NULL,SMUL/RESID/DRGP,2022-07-08,2022-07-08,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011901-9,5882-21-SP-ALV,612542f73fb9d200097556c6,NULL,SMUL/RESID,2023-03-27,2023-03-27,2023-08-31 14:46:00
AprovaDigital,1020.2021/0017205-0,5883-21-SP-DLR,612547880e8469000928b5c5,NULL,SMUL/CONTRU/DLR,2022-01-28,2022-01-28,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012426-8,5887-21-SP-ALV,61254ff608354b0008353e1e,NULL,SMUL/RESID/DRGP,2022-04-27,2022-04-27,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011681-8,5890-21-SP-ALV,6125549408354b0008353e22,NULL,SMUL/PARHIS/DHMP,2022-05-03,2022-05-03,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011591-9,5891-21-SP-ALV,612556ed5dd1c0000873a11d,NULL,,2021-08-24,2021-08-24,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011682-6,5893-21-SP-AUT,6125588cc85da60009161ffb,NULL,,2021-08-25,2021-08-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011682-6,5893-21-SP-AUT,6125588cc85da60009161ffb,NULL,,2021-08-25,2021-08-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011907-8,5895-21-SP-REF,61255a865dd1c0000873a12b,NULL,SMUL/RESID/DRPM,2023-07-11,2023-07-11,2023-08-31 14:46:00
AprovaDigital,1020.2021/0014383-1,5896-21-SP-TAX,61255b575dd1c0000873a12f,NULL,SMUL/CONTRU/DLR,2022-01-31,2022-01-31,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011599-4,5898-21-SP-ALV,61255df208354b0008353e2b,NULL,,2021-08-24,2021-08-24,2023-08-31 14:46:00
AprovaDigital,1020.2021/0015565-1,5900-21-SP-REF,6125657e8e6eb20006da6a08,NULL,SMUL/COMIN/DCIMP,2023-02-28,2023-02-28,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013287-2,5902-21-SP-ALV,61256b3596dcec0006afbbe2,NULL,SMUL/SERVIN/DSIGP,2023-05-25,2023-05-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012434-9,5904-21-SP-ALV,61258a53adb08c0009f491b9,NULL,SMUL/PARHIS/DPS,2022-11-18,2022-11-18,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012434-9,5904-21-SP-ALV,61258a53adb08c0009f491b9,NULL,SMUL/PARHIS/DPS,2023-01-31,2023-01-31,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012434-9,5904-21-SP-ALV,61258a53adb08c0009f491b9,NULL,SMUL/PARHIS/DPS,2023-03-20,2023-03-20,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011669-9,5905-21-SP-ALV,61259ccba99daa00089f53ae,NULL,,2021-08-24,2021-08-24,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012204-4,5906-21-SP-CER,6125a56ec6edbd0009dfb3d3,NULL,SMUL/CONTRU/DACESS,2023-03-01,2023-03-01,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011671-0,5907-21-SP-ALV,61261f7595e5ee0009ce009a,NULL,,2021-08-25,2021-08-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012328-8,5910-21-SP-CDT,612637197e63ef0009126513,NULL,SMUL/CONTRU/DINS,2022-07-04,2022-07-04,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012328-8,5910-21-SP-CDT,612637197e63ef0009126513,NULL,SMUL/CONTRU,2023-03-19,2023-03-19,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011918-3,5912-21-SP-APO,61263be08b43e700080070d5,NULL,SMUL/RESID/DRGP,2021-12-02,2021-12-02,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011918-3,5912-21-SP-APO,61263be08b43e700080070d5,NULL,SMUL/RESID/DRGP,2021-12-02,2021-12-02,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011680-0,5914-21-SP-ALV,612642298b43e700080070d9,NULL,,2021-08-25,2021-08-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012012-2,5915-21-SP-ALV,612642806cbe1c000838f4ec,NULL,SMUL/RESID/DRGP,2022-07-08,2022-07-08,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012017-3,5916-21-SP-ALV,6126456484d696000991b7b9,NULL,SMUL/RESID/DRGP,2023-06-19,2023-06-19,2023-08-31 14:46:00
AprovaDigital,1020.2021/0015003-0,5917-21-SP-CDT,61264677beece200089ef3cd,NULL,SMUL/CONTRU/DINS,2022-10-10,2022-10-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0015002-1,5920-21-SP-CER,61264df5c714c10008a4effe,NULL,SMUL/CONTRU/DINS,2022-10-18,2022-10-18,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011977-9,5922-21-SP-REF,61265169beece200089ef3d3,NULL,SMUL/PARHIS/DHIS,2023-05-19,2023-05-19,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012336-9,5923-21-SP-DEM,612652916fe95e00099c1e02,NULL,SMUL/RESID/DRU,2022-03-09,2022-03-09,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012020-3,5924-21-SP-DLR,612652fcf4d91900086ee5a6,NULL,SMUL/CONTRU/DLR,2023-07-24,2023-07-24,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012203-6,5925-21-SP-ALV,6126565abeece200089ef3d9,NULL,SMUL/RESID/DRU,2022-10-10,2022-10-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012203-6,5925-21-SP-ALV,6126565abeece200089ef3d9,NULL,SMUL/RESID,2023-03-10,2023-03-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012203-6,5925-21-SP-ALV,6126565abeece200089ef3d9,NULL,SMUL/RESID,2023-03-10,2023-03-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011696-6,5926-21-SP-ALV,612657575d542300080f1eb2,NULL,SMUL/PARHIS/DHIS,2022-12-22,2022-12-22,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013016-0,5928-21-SP-ALV,61265acec4adbe000800c40f,NULL,SMUL/RESID/DRGP,2022-03-23,2022-03-23,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013016-0,5928-21-SP-ALV,61265acec4adbe000800c40f,NULL,SMUL/RESID/DRGP,2022-08-09,2022-08-09,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012016-5,5929-21-SP-ALV,612661494d95b8000844bb57,NULL,SMUL/RESID/DRGP,2022-12-15,2022-12-15,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011703-2,5930-21-SP-AUT,6126647f5d542300080f1ebd,NULL,SMUL/CAP/DEPROT,2021-08-25,2021-08-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012267-2,5931-21-SP-REF,6126648999554e00086f21bd,NULL,SMUL/SERVIN/DSIMP,2022-11-25,2022-11-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012024-6,5932-21-SP-REF,6126678d0dff4e0009fc185f,NULL,SMUL/COMIN/DCIMP,2022-08-25,2022-08-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011902-7,5934-21-SP-ALV,61266cbd5d542300080f1ec1,NULL,SMUL/RESID/DRPM,2022-10-21,2022-10-21,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011917-5,5936-21-SP-ALV,61266f853f5c27000944d884,NULL,SMUL/RESID/DRPM,2022-10-21,2022-10-21,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011686-9,5937-21-SP-ALV,612675d76c671b0008040fc1,NULL,,2021-08-25,2021-08-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012340-7,5940-21-SP-ALV,612680500dff4e0009fc186f,NULL,SMUL/PARHIS/DPS,2022-03-31,2022-03-31,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011493-9,5555-21-SP-ALV,611aac3f604c5d0009750856,NULL,SMUL/RESID/DRGP,2022-05-12,2022-05-12,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011493-9,5555-21-SP-ALV,611aac3f604c5d0009750856,NULL,SMUL/RESID,2022-05-25,2022-05-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011348-7,5557-21-SP-ALV,611ab31395d9930008c4f530,NULL,SMUL/RESID/DRU,2022-05-09,2022-05-09,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011348-7,5557-21-SP-ALV,611ab31395d9930008c4f530,NULL,SMUL/RESID/DRU,2022-11-09,2022-11-09,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011495-5,5558-21-SP-ALV,611ab5351e55e5000824f256,NULL,SMUL/COMIN/DCIGP,2022-05-25,2022-05-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011446-7,5561-21-SP-CDT,611abe242fb8d3000878cee2,NULL,SMUL/CONTRU/DINS,2022-06-02,2022-06-02,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011446-7,5561-21-SP-CDT,611abe242fb8d3000878cee2,NULL,SMUL/CONTRU,2023-05-25,2023-05-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011350-9,5563-21-SP-ALV,611ac71f816ae700087fe715,NULL,SMUL/COMIN/DCIMP,2022-04-04,2022-04-04,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011350-9,5563-21-SP-ALV,611ac71f816ae700087fe715,NULL,SMUL/COMIN,2023-05-02,2023-05-02,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013102-7,5565-21-SP-CER,611acb353872420009a22005,NULL,SMUL/CONTRU/DINS,2022-06-24,2022-06-24,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013102-7,5565-21-SP-CER,611acb353872420009a22005,NULL,SMUL/CONTRU/DINS,2022-06-24,2022-06-24,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012911-1,5566-21-SP-REF,611ad38285828f00088b07d6,NULL,SMUL/SERVIN/DSIMP,2022-05-06,2022-05-06,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011170-0,5567-21-SP-ALV,611ad3ad85828f00088b07da,NULL,SMUL/PARHIS/DHIS,2023-01-31,2023-01-31,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011351-7,5568-21-SP-ALV,611ad49841ba3200098f29d5,NULL,SMUL/RESID/DRPM,2022-06-06,2022-06-06,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011351-7,5568-21-SP-ALV,611ad49841ba3200098f29d5,NULL,SMUL/RESID,2022-10-11,2022-10-11,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011989-2,5569-21-SP-ALV,611ad76441ba3200098f29d9,NULL,SMUL/RESID/DRGP,2022-05-12,2022-05-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0001139-2,5571-21-SP-CER,611add3041ba3200098f29df,NULL,SMUL/CONTRU/DSUS,2023-04-05,2023-04-05,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011437-8,5573-21-SP-ALV,611aded3d246b300098fb6b4,NULL,SMUL/RESID/DRGP,2022-03-16,2022-03-16,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011507-2,5574-21-SP-ALV,611aeb8b38fe030009c150ad,NULL,SMUL/RESID/DRGP,2022-05-06,2022-05-06,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011163-8,5575-21-SP-ALV,611afd137b843c0006d0ee9d,NULL,,2021-08-16,2021-08-16,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011352-5,5578-21-SP-ALV,611b89d6ebef2c0008996c57,NULL,SMUL/COMIN/DCIMP,2023-02-08,2023-02-08,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011416-5,5580-21-SP-ALV,611b98f051a5f30008815f21,NULL,SMUL/COMIN/DCIGP,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011438-6,5581-21-SP-ALV,611baea49aee240009ca938f,NULL,SMUL/RESID/DRGP,2022-06-21,2022-06-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0001446-4,5582-21-SP-CER,611bb43727a0690008ce8477,NULL,SMUL/CONTRU/DACESS,2023-01-23,2023-01-23,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013157-4,5584-21-SP-ALV,611bb7269aee240009ca9393,NULL,SMUL/PARHIS,2022-03-25,2022-03-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011174-3,5587-21-SP-REF,611bbfde9aee240009ca9399,NULL,SMUL/PARHIS/DHIS,2022-05-23,2022-05-23,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011353-3,5588-21-SP-ALV,611bc02292685b000988a539,NULL,SMUL/RESID/DRPM,2022-10-10,2022-10-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011175-1,5589-21-SP-ALV,611bc04dc18624000955bb51,NULL,SMUL/PARHIS/DHIS,2022-05-13,2022-05-13,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011175-1,5589-21-SP-ALV,611bc04dc18624000955bb51,NULL,SMUL/PARHIS/DHIS,2022-05-13,2022-05-13,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011611-7,5590-21-SP-ALV,611bc46bc18624000955bb55,NULL,SMUL/RESID/DRPM,2023-05-02,2023-05-02,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011611-7,5590-21-SP-ALV,611bc46bc18624000955bb55,NULL,SMUL/RESID,2023-07-17,2023-07-17,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011422-0,5591-21-SP-ALV,611bc9d48ed2230008cbae01,NULL,SMUL/PARHIS/DHMP,2022-07-12,2022-07-12,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011179-4,5592-21-SP-REF,611bc9f56472c1000845a07e,NULL,SMUL/PARHIS/DHMP,2022-05-30,2022-05-30,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011365-7,5593-21-SP-CDT,611bcc4bc43e22000963d4a1,NULL,SMUL/CONTRU/DINS,2022-03-16,2022-03-16,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011365-7,5593-21-SP-CDT,611bcc4bc43e22000963d4a1,NULL,SMUL/CONTRU,2022-10-15,2022-10-15,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011172-7,5594-21-SP-ALV,611bcc9b8ed2230008cbae05,NULL,,2021-08-17,2021-08-17,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011173-5,5595-21-SP-APO,611bd1a48ed2230008cbae0b,NULL,SMUL/PARHIS/DHIS,2021-11-30,2021-11-30,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011368-1,5596-21-SP-CER,611be7969b3a4b00092a44ed,NULL,SMUL/CONTRU/DINS,2022-01-14,2022-01-14,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011822-5,5597-21-SP-ERB,611bf868680a94000983aad1,NULL,SMUL/CONTRU/DINS,2022-05-18,2022-05-18,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013135-3,5598-21-SP-ALV,611bfa8b9b3a4b00092a44f7,NULL,SMUL/RESID/DRPM,2022-04-06,2022-04-06,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011439-4,5600-21-SP-ALV,611bfce195338300080fb250,NULL,SMUL/RESID/DRPM,2022-06-20,2022-06-20,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011439-4,5600-21-SP-ALV,611bfce195338300080fb250,NULL,SMUL/RESID/DRPM,2022-06-20,2022-06-20,2023-08-31 14:46:00
AprovaDigital,1020.2021/0016131-7,5603-21-SP-ALV,611c046c95338300080fb254,NULL,SMUL/RESID/DRGP,2022-07-28,2022-07-28,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012008-4,5604-21-SP-DEM,611c0979eb0562000824e93c,NULL,SMUL/RESID/DRU,2022-04-01,2022-04-01,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011834-9,5606-21-SP-CER,611c13b1c556d5000849c07b,NULL,SMUL/CONTRU/DACESS,2023-06-05,2023-06-05,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011852-7,5607-21-SP-CER,611c140d9fed8b00081f4421,NULL,SMUL/CONTRU/DACESS,2023-01-23,2023-01-23,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012005-0,5609-21-SP-DEM,611c19e9efe5e000082b4524,NULL,SMUL/RESID/DRU,2022-02-02,2022-02-02,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011440-8,5610-21-SP-ALV,611c1a22a154950009bfae46,NULL,SMUL/RESID/DRPM,2021-12-10,2021-12-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011418-1,5612-21-SP-ALV,611c21d4a154950009bfae4d,NULL,SMUL/RESID/DRU,2023-01-09,2023-01-09,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011441-6,5613-21-SP-ALV,611c24f9a154950009bfae56,NULL,SMUL/RESID/DRGP,2022-06-27,2022-06-27,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012417-9,5614-21-SP-CER,611c289315e66b0009a70afa,NULL,SMUL/CONTRU/DACESS,2022-05-10,2022-05-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012196-0,5615-21-SP-TAX,611c29013db202000939482d,NULL,SMUL/CONTRU/DLR,2022-01-18,2022-01-18,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011587-0,5617-21-SP-ALV,611c37f93db2020009394837,NULL,SMUL/PARHIS/DHMP,2022-09-20,2022-09-20,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011225-1,5619-21-SP-ALV,611c54650383070009caadb7,NULL,SMUL/PARHIS/DHMP,2022-11-10,2022-11-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011816-0,5620-21-SP-REF,611c73435fad1e00088c4d9b,NULL,SMUL/RESID/DRGP,2021-11-05,2021-11-05,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011821-7,5623-21-SP-DEM,611cfba48123cd00059e11df,NULL,SMUL/COMIN/DCIMP,2022-04-20,2022-04-20,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011456-4,5626-21-SP-ALV,611d024c796f8e0008c4208f,NULL,SMUL/PARHIS/DHIS,2021-11-05,2021-11-05,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011608-7,5627-21-SP-ALV,611d04f31548a5000897aef0,NULL,SMUL/RESID/DRGP,2022-02-09,2022-02-09,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011608-7,5627-21-SP-ALV,611d04f31548a5000897aef0,NULL,SMUL/RESID/DRGP,2022-02-09,2022-02-09,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011689-3,5629-21-SP-ALV,611d0ec9dda12700089a4502,NULL,SMUL/RESID/DRGP,2022-08-01,2022-08-01,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011429-7,5630-21-SP-REF,611d12a7e3a75e00090aaa3d,NULL,SMUL/COMIN/DCIMP,2022-08-31,2022-08-31,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011873-0,5631-21-SP-CER,611d13263e47450008680c5b,NULL,SMUL/CONTRU/DINS,2022-05-12,2022-05-12,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011430-0,5632-21-SP-REF,611d142c3e47450008680c61,NULL,SMUL/COMIN/DCIMP,2023-05-04,2023-05-04,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012420-9,5633-21-SP-ALV,611d1d23da4f170009626662,NULL,SMUL/RESID/DRPM,2022-02-01,2022-02-01,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011227-8,5634-21-SP-APO,611d2279dda12700089a450d,NULL,SMUL/PARHIS/DHMP,2022-09-28,2022-09-28,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011420-3,5635-21-SP-ALV,611d2b2d2332e10008fb1f3d,NULL,SMUL/RESID/DRPM,2022-10-07,2022-10-07,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011420-3,5635-21-SP-ALV,611d2b2d2332e10008fb1f3d,NULL,SMUL/RESID/DRPM,2022-10-07,2022-10-07,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011442-4,5637-21-SP-ALV,611d2e1bb44ba30009b8987d,NULL,SMUL/RESID/DRGP,2022-02-18,2022-02-18,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011442-4,5637-21-SP-ALV,611d2e1bb44ba30009b8987d,NULL,SMUL/RESID/DRGP,2022-02-18,2022-02-18,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011421-1,5638-21-SP-ALV,611d35561c360f0009e28bf3,NULL,SMUL/RESID/DRGP,2022-02-02,2022-02-02,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011444-0,5639-21-SP-ALV,611d391720e8be0009550c22,NULL,SMUL/RESID/DRGP,2022-02-02,2022-02-02,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011509-9,5640-21-SP-ALV,611d3caafd9fb40008720be6,NULL,SMUL/RESID/DRPM,2022-03-10,2022-03-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013434-4,5643-21-SP-DEM,611d43562332e10008fb1f4d,NULL,SMUL/COMIN/DCIMP,2022-06-22,2022-06-22,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012271-0,5644-21-SP-ALV,611d4382c2806d00085ba84b,NULL,SMUL/RESID/DRU,2023-05-24,2023-05-24,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013464-6,5645-21-SP-DEM,611d46312bb6620008c90626,NULL,SMUL/COMIN/DCIMP,2022-05-27,2022-05-27,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011511-0,5646-21-SP-ALV,611d46d02bb6620008c9062a,NULL,SMUL/RESID/DRGP,2022-02-10,2022-02-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011511-0,5646-21-SP-ALV,611d46d02bb6620008c9062a,NULL,SMUL/RESID/DRGP,2022-02-10,2022-02-10,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012331-8,5647-21-SP-ALV,611d47fb2bb6620008c9062e,NULL,SMUL/RESID/DRPM,2023-03-14,2023-03-14,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011785-7,5649-21-SP-ALV,611d4917eeb73f0008cece4d,NULL,SMUL/PARHIS/DHMP,2023-05-26,2023-05-26,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011785-7,5649-21-SP-ALV,611d4917eeb73f0008cece4d,NULL,SMUL/PARHIS/DHMP,2023-05-26,2023-05-26,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013435-2,5650-21-SP-DEM,611d4a4f2bb6620008c90636,NULL,SMUL/COMIN/DCIMP,2022-06-22,2022-06-22,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011496-3,5651-21-SP-ALV,611d4a91eeb73f0008cece51,NULL,SMUL/RESID/DRGP,2022-02-25,2022-02-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013436-0,5652-21-SP-DEM,611d4d4242a471000823e8d2,NULL,SMUL/COMIN/DCIMP,2022-05-27,2022-05-27,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013661-4,5653-21-SP-REF,611d4e5a48c9df000893db8a,NULL,SMUL/RESID/DRU,2022-11-18,2022-11-18,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013438-7,5654-21-SP-DEM,611d4ef02bb6620008c9063a,NULL,SMUL/COMIN/DCIMP,2022-05-27,2022-05-27,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013439-5,5655-21-SP-DEM,611d52f2aa91f100081dba98,NULL,SMUL/SERVIN/DSIMP,2022-12-14,2022-12-14,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011508-0,5656-21-SP-ALV,611d5475aa91f100081dba9e,NULL,SMUL/RESID/DRGP,2022-02-25,2022-02-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013433-6,5657-21-SP-DEM,611d54b3bd55810009379f0c,NULL,SMUL/COMIN/DCIMP,2022-05-27,2022-05-27,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012001-7,5658-21-SP-REF,611d5534f11053000625ea05,NULL,SMUL/COMIN/DCIMP,2022-04-20,2022-04-20,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011245-6,5660-21-SP-ALV,611d58daf11053000625ea0e,NULL,,2021-08-18,2021-08-18,2023-08-31 14:46:00
AprovaDigital,1020.2021/0018226-8,5661-21-SP-AUT,611d5b15d6c4f80008d9b8ad,NULL,SMUL/CAP/DEPROT,2021-11-30,2021-11-30,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011596-0,5662-21-SP-ALV,611d5df6aa91f100081dbaa4,NULL,SMUL/PARHIS/DHMP,2022-03-25,2022-03-25,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013440-9,5663-21-SP-DEM,611d6099aa91f100081dbaab,NULL,SMUL/SERVIN/DSIGP,2022-05-20,2022-05-20,2023-08-31 14:46:00
AprovaDigital,1020.2021/0012730-5,5664-21-SP-ALV,611d60c767529900087319cb,NULL,SMUL/COMIN/DCIMP,2023-05-03,2023-05-03,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013442-5,5665-21-SP-DEM,611d635d2bb6620008c90642,NULL,SMUL/COMIN/DCIMP,2022-06-22,2022-06-22,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011354-1,5666-21-SP-ALV,611d6546457cae00099fbc8e,NULL,SMUL/PARHIS/DHIS,2022-12-22,2022-12-22,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011354-1,5666-21-SP-ALV,611d6546457cae00099fbc8e,NULL,SMUL/PARHIS,2023-04-27,2023-04-27,2023-08-31 14:46:00
AprovaDigital,1020.2021/0011354-1,5666-21-SP-ALV,611d6546457cae00099fbc8e,NULL,SMUL/PARHIS,2023-04-27,2023-04-27,2023-08-31 14:46:00
AprovaDigital,1020.2021/0013443-3,5667-21-SP-DEM,611d65a5959fbd00081598dd,NULL,SMUL/COMIN/DCIMP,2022-07-27,2022-07-27,2023-08-31 14:46:00
AprovaDigital,1020.2021/0014388-2,5668-21-SP-TAX,611d6645959fbd00081598e1,NULL,SMUL/CONTRU/DLR,2022-01-04,2022-01-04,2023-08-31 14:46:00
AprovaDigital,1020.2021/0014388-2,5668-21-SP-TAX,611d6645959fbd00081598e1,NULL,SMUL/CONTRU/DLR,2022-03-07,2022-03-07,2023-08-31 14:46:00
