sistema,processo,protocolo,ano,dtAberturaProcesso,situacao,codigoProcesso,digitoProcesso,dt_inclusao
AprovaDigital,1020.2023/0008179-1,28287-23-SP-CCE,2023,2023-05-08,deferido,1020.2023/0008179-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008181-3,28291-23-SP-TAX,2023,2023-05-08,deferido,1020.2023/0008181-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008183-0,28292-23-SP-TAX,2023,2023-05-08,deferido,1020.2023/0008183-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008190-2,28157-23-SP-ALV,2023,2023-05-03,em análise,1020.2023/0008190-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008191-0,28308-23-SP-ALV,2023,2023-05-08,em análise,1020.2023/0008191-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008192-9,23165-22-SP-CER,2022,2022-11-29,em análise,1020.2023/0008192-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008193-7,28265-23-SP-ALV,2023,2023-05-05,em análise,1020.2023/0008193-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008194-5,28273-23-SP-ALV,2023,2023-05-05,em análise,1020.2023/0008194-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008195-3,28280-23-SP-ALV,2023,2023-05-06,em análise,1020.2023/0008195-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008197-0,28271-23-SP-MOD,2023,2023-05-05,em análise,1020.2023/0008197-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008198-8,28314-23-SP-CCE,2023,2023-05-08,deferido,1020.2023/0008198-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008199-6,28322-23-SP-APO,2023,2023-05-08,deferido,1020.2023/0008199-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008200-3,28321-23-SP-ALV,2023,2023-05-08,em análise,1020.2023/0008200-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008201-1,28313-23-SP-ALV,2023,2023-05-08,em análise,1020.2023/0008201-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008245-3,26670-23-SP-ALV,2023,2023-03-22,em análise,1020.2023/0008245-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008246-1,26895-23-SP-ALV,2023,2023-03-28,em análise,1020.2023/0008246-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008247-0,27118-23-SP-ALV,2023,2023-04-03,em análise,1020.2023/0008247-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008248-8,27189-23-SP-CER,2023,2023-04-04,em análise,1020.2023/0008248-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008249-6,27291-23-SP-CER,2023,2023-04-06,em análise,1020.2023/0008249-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008250-0,27292-23-SP-CER,2023,2023-04-06,em análise,1020.2023/0008250-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008252-6,27315-23-SP-ALV,2023,2023-04-10,em análise,1020.2023/0008252-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008253-4,27341-23-SP-CER,2023,2023-04-10,em análise,1020.2023/0008253-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008254-2,27401-23-SP-ALV,2023,2023-04-11,em análise,1020.2023/0008254-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008255-0,27386-23-SP-AUT,2023,2023-04-11,em análise,1020.2023/0008255-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008256-9,27384-23-SP-CER,2023,2023-04-11,em análise,1020.2023/0008256-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008257-7,27499-23-SP-CER,2023,2023-04-13,em análise,1020.2023/0008257-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008259-3,27365-23-SP-CER,2023,2023-04-11,em análise,1020.2023/0008259-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008260-7,27670-23-SP-CCE,2023,2023-04-18,deferido,1020.2023/0008260-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008261-5,27172-23-SP-CER,2023,2023-04-04,em análise,1020.2023/0008261-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008262-3,27659-23-SP-CER,2023,2023-04-18,em análise,1020.2023/0008262-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008264-0,27661-23-SP-CER,2023,2023-04-18,em análise,1020.2023/0008264-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008265-8,27737-23-SP-CER,2023,2023-04-19,deferido,1020.2023/0008265-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008266-6,27732-23-SP-CDT,2023,2023-04-19,deferido,1020.2023/0008266-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008267-4,27707-23-SP-CER,2023,2023-04-19,em análise,1020.2023/0008267-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008268-2,27836-23-SP-ALV,2023,2023-04-24,em análise,1020.2023/0008268-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008269-0,27871-23-SP-ALV,2023,2023-04-24,em análise,1020.2023/0008269-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008270-4,27919-23-SP-ALV,2023,2023-04-25,em análise,1020.2023/0008270-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008271-2,27847-23-SP-ERB,2023,2023-04-24,deferido,1020.2023/0008271-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008272-0,27953-23-SP-CER,2023,2023-04-26,em análise,1020.2023/0008272-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008273-9,27643-23-SP-CER,2023,2023-04-17,em análise,1020.2023/0008273-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008274-7,28047-23-SP-DLR,2023,2023-04-28,indeferido,1020.2023/0008274-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008275-5,28042-23-SP-MOD,2023,2023-04-28,em análise,1020.2023/0008275-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008276-3,28063-23-SP-ALV,2023,2023-04-28,em análise,1020.2023/0008276-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008277-1,28071-23-SP-ALV,2023,2023-04-28,deferido,1020.2023/0008277-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008278-0,28079-23-SP-ALV,2023,2023-04-28,deferido,1020.2023/0008278-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008279-8,28092-23-SP-CCE,2023,2023-04-29,deferido,1020.2023/0008279-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008280-1,28005-23-SP-ALV,2023,2023-04-27,deferido,1020.2023/0008280-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008281-0,28093-23-SP-ALV,2023,2023-04-30,em análise,1020.2023/0008281-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008282-8,27888-23-SP-CCE,2023,2023-04-25,deferido,1020.2023/0008282-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008283-6,28117-23-SP-ALV,2023,2023-05-02,em análise,1020.2023/0008283-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008284-4,28030-23-SP-ERB,2023,2023-04-27,deferido,1020.2023/0008284-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008285-2,28102-23-SP-ALV,2023,2023-05-02,em análise,1020.2023/0008285-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008286-0,27623-23-SP-ALV,2023,2023-04-17,em análise,1020.2023/0008286-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008287-9,28120-23-SP-ALV,2023,2023-05-02,em análise,1020.2023/0008287-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008288-7,27908-23-SP-REF,2023,2023-04-25,deferido,1020.2023/0008288-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008291-7,28143-23-SP-CER,2023,2023-05-02,em análise,1020.2023/0008291-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008295-0,28073-23-SP-ERB,2023,2023-04-28,deferido,1020.2023/0008295-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008296-8,28021-23-SP-ERB,2023,2023-04-27,deferido,1020.2023/0008296-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008297-6,28035-23-SP-CDT,2023,2023-04-27,em análise,1020.2023/0008297-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008298-4,28148-23-SP-TAX,2023,2023-05-03,em análise,1020.2023/0008298-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008299-2,28135-23-SP-ALV,2023,2023-05-02,deferido,1020.2023/0008299-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008300-0,28155-23-SP-ALV,2023,2023-05-03,deferido,1020.2023/0008300-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008301-8,28158-23-SP-MOD,2023,2023-05-03,em análise,1020.2023/0008301-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008306-9,27671-23-SP-INT,2023,2023-04-18,indeferido,1020.2023/0008306-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008311-5,28164-23-SP-CCE,2023,2023-05-03,deferido,1020.2023/0008311-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008312-3,28177-23-SP-APO,2023,2023-05-03,deferido,1020.2023/0008312-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008313-1,28184-23-SP-TAX,2023,2023-05-03,deferido,1020.2023/0008313-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008314-0,28302-23-SP-CCE,2023,2023-05-08,,1020.2023/0008314-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008315-8,28336-23-SP-APO,2023,2023-05-09,deferido,1020.2023/0008315-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008316-6,28326-23-SP-DIR,2023,2023-05-08,em análise,1020.2023/0008316-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008317-4,28275-23-SP-ALV,2023,2023-05-05,deferido,1020.2023/0008317-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008318-2,23269-22-SP-DLR,2022,2022-12-01,indeferido e encerra,1020.2023/0008318-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008319-0,23073-22-SP-DLR,2022,2022-11-25,em análise,1020.2023/0008319-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008320-4,27188-23-SP-ALV,2023,2023-04-04,indeferido,1020.2023/0008320-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008321-2,28010-23-SP-PET,2023,2023-04-27,deferido,1020.2023/0008321-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008322-0,28341-23-SP-ALV,2023,2023-05-09,em análise,1020.2023/0008322-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008323-9,28298-23-SP-ALV,2023,2023-05-08,em análise,1020.2023/0008323-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008324-7,28347-23-SP-ALV,2023,2023-05-09,em análise,1020.2023/0008324-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008325-5,28345-23-SP-ALV,2023,2023-05-09,deferido,1020.2023/0008325-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008326-3,27051-23-SP-ALV,2023,2023-03-31,em análise,1020.2023/0008326-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008327-1,28348-23-SP-APO,2023,2023-05-09,deferido,1020.2023/0008327-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008328-0,28353-23-SP-ALV,2023,2023-05-09,em análise,1020.2023/0008328-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008413-8,27158-23-SP-ALV,2023,2023-04-04,em análise,1020.2023/0008413-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008414-6,26813-23-SP-REF,2023,2023-03-27,em análise,1020.2023/0008414-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008415-4,27538-23-SP-CER,2023,2023-04-14,em análise,1020.2023/0008415-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008416-2,27284-23-SP-ALV,2023,2023-04-06,em análise,1020.2023/0008416-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008417-0,27558-23-SP-CER,2023,2023-04-14,em análise,1020.2023/0008417-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008418-9,27166-23-SP-ALV,2023,2023-04-04,em análise,1020.2023/0008418-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008419-7,27821-23-SP-CER,2023,2023-04-23,em análise,1020.2023/0008419-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008420-0,27218-23-SP-ALV,2023,2023-04-05,em análise,1020.2023/0008420-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008421-9,27402-23-SP-REF,2023,2023-04-11,em análise,1020.2023/0008421-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008422-7,27900-23-SP-CDT,2023,2023-04-25,em análise,1020.2023/0008422-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008423-5,27529-23-SP-CER,2023,2023-04-14,em análise,1020.2023/0008423-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008424-3,27176-23-SP-CDT,2023,2023-04-04,em análise,1020.2023/0008424-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008425-1,27815-23-SP-CDT,2023,2023-04-22,em análise,1020.2023/0008425-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008427-8,27178-23-SP-CER,2023,2023-04-04,em análise,1020.2023/0008427-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008428-6,27207-23-SP-APO,2023,2023-04-04,deferido,1020.2023/0008428-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008430-8,27162-23-SP-ALV,2023,2023-04-04,em análise,1020.2023/0008430-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008432-4,27949-23-SP-ALV,2023,2023-04-26,em análise,1020.2023/0008432-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008433-2,27947-23-SP-ALV,2023,2023-04-26,em análise,1020.2023/0008433-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008434-0,27600-23-SP-ERB,2023,2023-04-17,deferido,1020.2023/0008434-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008435-9,27942-23-SP-ALV,2023,2023-04-26,deferido,1020.2023/0008435-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008436-7,27629-23-SP-ERB,2023,2023-04-17,deferido,1020.2023/0008436-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008437-5,27841-23-SP-CER,2023,2023-04-24,em análise,1020.2023/0008437-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008438-3,28033-23-SP-ALV,2023,2023-04-27,em análise,1020.2023/0008438-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008439-1,28040-23-SP-REF,2023,2023-04-27,em análise,1020.2023/0008439-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008440-5,27944-23-SP-ALV,2023,2023-04-26,em análise,1020.2023/0008440-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008441-3,28065-23-SP-ALV,2023,2023-04-28,em análise,1020.2023/0008441-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008442-1,28107-23-SP-TAX,2023,2023-05-02,deferido,1020.2023/0008442-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008443-0,28049-23-SP-ERB,2023,2023-04-28,deferido,1020.2023/0008443-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008444-8,27980-23-SP-APO,2023,2023-04-26,deferido,1020.2023/0008444-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008446-4,28103-23-SP-TAX,2023,2023-05-02,deferido,1020.2023/0008446-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008447-2,27615-23-SP-ERB,2023,2023-04-17,deferido,1020.2023/0008447-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008448-0,27924-23-SP-ALV,2023,2023-04-25,em análise,1020.2023/0008448-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008449-9,26474-23-SP-CCE,2023,2023-03-16,deferido,1020.2023/0008449-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008450-2,27577-23-SP-ERB,2023,2023-04-17,deferido,1020.2023/0008450-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008451-0,27592-23-SP-ERB,2023,2023-04-17,deferido,1020.2023/0008451-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008452-9,28167-23-SP-CCE,2023,2023-05-03,deferido,1020.2023/0008452-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008453-7,28054-23-SP-CDT,2023,2023-04-28,em análise,1020.2023/0008453-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008454-5,27956-23-SP-DLR,2023,2023-04-26,em análise,1020.2023/0008454-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008455-3,27926-23-SP-ALV,2023,2023-04-25,em análise,1020.2023/0008455-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008456-1,28012-23-SP-CER,2023,2023-04-27,em análise,1020.2023/0008456-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008457-0,28136-23-SP-REF,2023,2023-05-02,em análise,1020.2023/0008457-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008458-8,28060-23-SP-ALV,2023,2023-04-28,em análise,1020.2023/0008458-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008459-6,28137-23-SP-REF,2023,2023-05-02,em análise,1020.2023/0008459-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008460-0,28123-23-SP-ALV,2023,2023-05-02,em análise,1020.2023/0008460-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008461-8,28212-23-SP-TAX,2023,2023-05-04,em análise,1020.2023/0008461-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008462-6,28125-23-SP-ALV,2023,2023-05-02,em análise,1020.2023/0008462-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008463-4,28146-23-SP-REF,2023,2023-05-02,em análise,1020.2023/0008463-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008465-0,28151-23-SP-AUT,2023,2023-05-03,em análise,1020.2023/0008465-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008466-9,28243-23-SP-CCE,2023,2023-05-05,deferido,1020.2023/0008466-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0008467-7,28226-23-SP-ALV,2023,2023-05-04,em análise,1020.2023/0008467-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002507-7,25388-23-SP-ALV,2023,2023-02-10,em análise,1020.2023/0002507-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002508-5,25493-23-SP-ALV,2023,2023-02-14,em análise,1020.2023/0002508-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002513-1,25496-23-SP-ALV,2023,2023-02-14,deferido,1020.2023/0002513-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002518-2,25364-23-SP-ALV,2023,2023-02-09,deferido,1020.2023/0002518-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002521-2,25491-23-SP-ALV,2023,2023-02-14,em análise,1020.2023/0002521-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002545-0,16616-22-SP-CER,2022,2022-07-18,deferido,1020.2023/0002545-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002546-8,13735-22-SP-DLR,2022,2022-05-18,em análise,1020.2023/0002546-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002547-6,25504-23-SP-ALV,2023,2023-02-14,em análise,1020.2023/0002547-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002548-4,19134-22-SP-AUT,2022,2022-08-29,em análise,1020.2023/0002548-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002549-2,25519-23-SP-CCE,2023,2023-02-14,deferido,1020.2023/0002549-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002550-6,25523-23-SP-APO,2023,2023-02-14,indeferido e encerra,1020.2023/0002550-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002591-3,25382-23-SP-TAX,2023,2023-02-10,deferido,1020.2023/0002591-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002592-1,25397-23-SP-ALV,2023,2023-02-10,em análise,1020.2023/0002592-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002593-0,25393-23-SP-ALV,2023,2023-02-10,deferido,1020.2023/0002593-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002594-8,25385-23-SP-CCE,2023,2023-02-10,deferido,1020.2023/0002594-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002595-6,25114-23-SP-ERB,2023,2023-02-02,deferido,1020.2023/0002595-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002596-4,25351-23-SP-ALV,2023,2023-02-09,em análise,1020.2023/0002596-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002597-2,25344-23-SP-ALV,2023,2023-02-09,em análise,1020.2023/0002597-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002598-0,25304-23-SP-CER,2023,2023-02-08,em análise,1020.2023/0002598-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002599-9,25331-23-SP-ALV,2023,2023-02-09,em análise,1020.2023/0002599-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002600-6,25275-23-SP-ALV,2023,2023-02-07,em análise,1020.2023/0002600-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002601-4,25292-23-SP-AUT,2023,2023-02-08,deferido,1020.2023/0002601-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002602-2,25035-23-SP-TAX,2023,2023-01-31,indeferido,1020.2023/0002602-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002603-0,25180-23-SP-AUT,2023,2023-02-06,deferido,1020.2023/0002603-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002604-9,25290-23-SP-AUT,2023,2023-02-08,deferido,1020.2023/0002604-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002605-7,25115-23-SP-ALV,2023,2023-02-02,em análise,1020.2023/0002605-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002606-5,25026-23-SP-ALV,2023,2023-01-31,deferido,1020.2023/0002606-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002607-3,25133-23-SP-CER,2023,2023-02-03,indeferido,1020.2023/0002607-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002608-1,25116-23-SP-CER,2023,2023-02-02,em análise,1020.2023/0002608-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002609-0,25152-23-SP-AUT,2023,2023-02-03,deferido,1020.2023/0002609-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002610-3,25094-23-SP-TAX,2023,2023-02-02,deferido,1020.2023/0002610-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002611-1,24981-23-SP-AUT,2023,2023-01-30,deferido,1020.2023/0002611-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002612-0,25525-23-SP-CCE,2023,2023-02-14,deferido,1020.2023/0002612-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002613-8,25236-23-SP-ALV,2023,2023-02-06,em análise,1020.2023/0002613-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002615-4,25537-23-SP-CCE,2023,2023-02-15,,1020.2023/0002615-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002616-2,25541-23-SP-ALV,2023,2023-02-15,deferido,1020.2023/0002616-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002624-3,21343-22-SP-REF,2022,2022-10-04,em análise,1020.2023/0002624-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002628-6,15803-22-SP-CER,2022,2022-07-01,em análise,1020.2023/0002628-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002636-7,25556-23-SP-ALV,2023,2023-02-15,indeferido e encerra,1020.2023/0002636-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002642-1,25554-23-SP-ALV,2023,2023-02-15,em análise,1020.2023/0002642-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002643-0,25336-23-SP-ALV,2023,2023-02-09,em análise,1020.2023/0002643-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002644-8,24740-23-SP-ALV,2023,2023-01-23,em análise,1020.2023/0002644-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002645-6,25566-23-SP-ALV,2023,2023-02-15,em análise,1020.2023/0002645-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002648-0,25569-23-SP-CCE,2023,2023-02-15,deferido,1020.2023/0002648-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002649-9,25570-23-SP-CCE,2023,2023-02-15,deferido,1020.2023/0002649-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002650-2,25571-23-SP-ALV,2023,2023-02-15,em análise,1020.2023/0002650-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002652-9,25575-23-SP-CCE,2023,2023-02-15,indeferido e encerra,1020.2023/0002652-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002654-5,25590-23-SP-ALV,2023,2023-02-16,indeferido e encerra,1020.2023/0002654-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002700-2,25004-23-SP-CER,2023,2023-01-31,em análise,1020.2023/0002700-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002701-0,25028-23-SP-AUT,2023,2023-01-31,deferido,1020.2023/0002701-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002702-9,25003-23-SP-CDT,2023,2023-01-31,em análise,1020.2023/0002702-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002703-7,25141-23-SP-AUT,2023,2023-02-03,em análise,1020.2023/0002703-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002704-5,25249-23-SP-AUT,2023,2023-02-07,deferido,1020.2023/0002704-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2023/0002705-3,25160-23-SP-ERB,2023,2023-02-03,deferido,1020.2023/0002705-3,NULL,2023-08-31 14:44:00
