processo;despacho;contagem_dispatched;contagem_dom
1020.2021/0016376-0;Despacho deferido;1;correto
1020.2021/0016379-4;Despacho deferido;1;correto
1020.2021/0016380-8;Despacho deferido;1;correto
1020.2021/0016381-6;Despacho deferido;1;correto
1020.2021/0016382-4;Despacho deferido;1;correto
1020.2021/0016384-0;Despacho deferido;1;correto
1020.2021/0016385-9;Despacho deferido;1;correto
1020.2021/0016386-7;Despacho deferido;1;correto
1020.2021/0016387-5;Despacho deferido;1;correto
1020.2021/0016391-3;Despacho deferido;1;correto
1020.2021/0016393-0;Despacho deferido;1;correto
1020.2021/0016394-8;Despacho deferido;1;correto
1020.2021/0016396-4;Despacho deferido;1;correto
1020.2021/0016498-7;Despacho deferido;1;correto
1020.2021/0016300-0;Despacho deferido;1;correto
1020.2021/0016588-6;Despacho deferido;1;correto
1020.2021/0016591-6;Despacho deferido;1;correto
1020.2021/0016592-4;Despacho deferido;1;correto
1020.2021/0016659-9;Despacho deferido;1;correto
1020.2021/0016660-2;Despacho deferido;1;correto
1020.2021/0016661-0;Despacho deferido;1;correto
1020.2021/0016667-0;Despacho deferido;1;correto
1020.2021/0016668-8;Despacho deferido;1;correto
1020.2021/0016669-6;Despacho deferido;1;correto
1020.2021/0016670-0;Despacho deferido;1;correto
1020.2021/0016675-0;Despacho deferido;1;correto
1020.2021/0016676-9;Despacho deferido;1;correto
1020.2021/0016679-3;Despacho deferido;1;correto
1020.2021/0016725-0;Despacho deferido;1;correto
1020.2021/0016589-4;Despacho deferido;1;correto
1020.2021/0016587-8;Despacho deferido;1;correto
1020.2021/0016586-0;Despacho deferido;1;correto
1020.2021/0016502-9;Despacho deferido;1;correto
1020.2021/0016503-7;Despacho deferido;1;correto
1020.2021/0016504-5;Despacho deferido;1;correto
1020.2021/0016505-3;Despacho deferido;1;correto
1020.2021/0016506-1;Despacho deferido;1;correto
1020.2021/0016507-0;Despacho deferido;1;correto
1020.2021/0016508-8;Despacho deferido;1;correto
1020.2021/0016509-6;Despacho deferido;1;correto
1020.2021/0016511-8;Despacho deferido;1;correto
1020.2021/0016513-4;Despacho deferido;1;correto
1020.2021/0016516-9;Despacho deferido;1;correto
1020.2021/0016519-3;Despacho deferido;1;correto
1020.2021/0016520-7;Despacho deferido;1;correto
1020.2021/0016521-5;Despacho deferido;1;correto
1020.2021/0016570-3;Despacho deferido;1;correto
1020.2021/0016571-1;Despacho deferido;1;correto
1020.2021/0016573-8;Despacho deferido;1;correto
1020.2021/0016574-6;Despacho deferido;1;correto
1020.2021/0016580-0;Despacho deferido;1;correto
1020.2021/0016581-9;Despacho deferido;1;correto
1020.2021/0016582-7;Despacho deferido;1;correto
1020.2021/0016584-3;Despacho deferido;1;correto
1020.2021/0016301-8;Despacho deferido;1;correto
1020.2021/0015746-8;Despacho deferido;1;correto
1020.2021/0015934-7;Despacho deferido;1;correto
1020.2021/0015940-1;Despacho deferido;1;correto
1020.2021/0015945-2;Despacho deferido;1;correto
1020.2021/0015946-0;Despacho deferido;1;correto
1020.2021/0015951-7;Despacho deferido;1;correto
1020.2021/0015952-5;Despacho deferido;1;correto
1020.2021/0015953-3;Despacho deferido;1;correto
1020.2021/0015959-2;Despacho deferido;1;2
1020.2021/0015961-4;Despacho deferido;1;correto
1020.2021/0015963-0;Despacho deferido;1;correto
1020.2021/0015966-5;Despacho deferido;1;correto
1020.2021/0016024-8;Despacho deferido;1;correto
1020.2021/0016025-6;Despacho deferido;1;correto
1020.2021/0016026-4;Despacho deferido;1;correto
1020.2021/0016031-0;Despacho deferido;1;correto
1020.2021/0015933-9;Despacho deferido;1;correto
1020.2021/0015747-6;Despacho deferido;1;correto
1020.2021/0015827-8;Despacho deferido;1;correto
1020.2021/0015828-6;Despacho deferido;1;correto
1020.2021/0015830-8;Despacho deferido;1;correto
1020.2021/0015831-6;Despacho deferido;1;correto
1020.2021/0015834-0;Despacho deferido;1;correto
1020.2021/0015837-5;Despacho deferido;1;correto
1020.2021/0015840-5;Despacho deferido;1;correto
1020.2021/0015846-4;Despacho deferido;1;correto
1020.2021/0015847-2;Despacho deferido;1;correto
1020.2021/0015850-2;Despacho deferido;1;correto
1020.2021/0015851-0;Despacho deferido;1;correto
1020.2021/0015919-3;Despacho deferido;1;correto
1020.2021/0015920-7;Despacho deferido;1;correto
1020.2021/0015921-5;Despacho deferido;1;correto
1020.2021/0015923-1;Despacho deferido;1;correto
1020.2021/0015924-0;Despacho deferido;1;correto
1020.2021/0015925-8;Despacho deferido;1;correto
1020.2021/0015928-2;Despacho deferido;1;correto
1020.2021/0016034-5;Despacho deferido;1;correto
1020.2021/0016036-1;Despacho deferido;1;correto
1020.2021/0016132-5;Despacho deferido;1;correto
1020.2021/0016134-1;Despacho deferido;1;correto
1020.2021/0016136-8;Despacho deferido;1;correto
1020.2021/0016137-6;Despacho deferido;1;correto
1020.2021/0016140-6;Despacho deferido;1;correto
1020.2021/0016141-4;Despacho deferido;1;correto
1020.2021/0016142-2;Despacho deferido;1;correto
1020.2021/0016147-3;Despacho deferido;1;correto
1020.2021/0016150-3;Despacho deferido;1;correto
1020.2021/0016151-1;Despacho deferido;1;correto
1020.2021/0016152-0;Despacho deferido;1;correto
1020.2021/0016156-2;Despacho deferido;1;correto
1020.2021/0016232-1;Despacho deferido;1;correto
1020.2021/0016233-0;Despacho deferido;1;correto
1020.2021/0016235-6;Despacho deferido;1;correto
1020.2021/0016242-9;Despacho deferido;1;correto
1020.2021/0016243-7;Despacho deferido;1;correto
1020.2021/0016244-5;Despacho deferido;1;correto
1020.2021/0016250-0;Despacho deferido;1;correto
1020.2021/0016251-8;Despacho deferido;1;correto
1020.2021/0016133-3;Despacho deferido;1;correto
1020.2021/0016131-7;Despacho deferido;1;correto
1020.2021/0016046-9;Despacho deferido;1;correto
1020.2021/0016050-7;Despacho deferido;1;correto
1020.2021/0016051-5;Despacho deferido;1;correto
1020.2021/0016053-1;Despacho deferido;1;correto
1020.2021/0016054-0;Despacho deferido;1;correto
1020.2021/0016060-4;Despacho deferido;1;correto
1020.2021/0016061-2;Despacho deferido;1;correto
1020.2021/0016063-9;Despacho deferido;1;correto
1020.2021/0016064-7;Despacho deferido;1;correto
1020.2021/0016068-0;Despacho deferido;1;correto
1020.2021/0016069-8;Despacho deferido;1;correto
1020.2021/0016070-1;Despacho deferido;1;correto
1020.2021/0016114-7;Despacho deferido;1;correto
1020.2021/0016115-5;Despacho deferido;1;correto
1020.2021/0016116-3;Despacho deferido;1;correto
1020.2021/0016117-1;Despacho deferido;1;correto
1020.2021/0014262-2;Despacho deferido;1;correto
1020.2021/0011959-0;Despacho deferido;1;correto
1020.2021/0012448-9;Despacho deferido;1;correto
1020.2021/0012450-0;Despacho deferido;1;correto
1020.2021/0012451-9;Despacho deferido;1;correto
1020.2021/0012467-5;Despacho deferido;1;correto
1020.2021/0012470-5;Despacho deferido;1;correto
1020.2021/0012475-6;Despacho deferido;1;correto
1020.2021/0012478-0;Despacho deferido;1;correto
1020.2021/0012501-9;Despacho deferido;1;correto
1020.2021/0012505-1;Despacho deferido;1;correto
1020.2021/0012517-5;Despacho deferido;1;correto
1020.2021/0012518-3;Despacho deferido;1;correto
1020.2021/0012585-0;Despacho deferido;1;correto
1020.2021/0012598-1;Despacho deferido;1;correto
1020.2021/0012599-0;Despacho deferido;1;correto
1020.2021/0012601-5;Despacho deferido;1;correto
1020.2021/0012602-3;Despacho deferido;1;correto
1020.2021/0012604-0;Despacho deferido;1;correto
1020.2021/0012612-0;Despacho deferido;1;correto
1020.2021/0012613-9;Despacho deferido;1;correto
1020.2021/0012615-5;Despacho deferido;1;correto
1020.2021/0012616-3;Despacho deferido;1;correto
1020.2021/0012617-1;Despacho deferido;1;correto
1020.2021/0012618-0;Despacho deferido;1;correto
1020.2021/0012619-8;Despacho deferido;1;correto
1020.2021/0012439-0;Despacho deferido;1;correto
1020.2021/0012621-0;Despacho deferido;1;correto
1020.2021/0012437-3;Despacho deferido;1;correto
1020.2021/0012349-0;Despacho deferido;1;correto
1020.2021/0012350-4;Despacho deferido;1;correto
1020.2021/0012352-0;Despacho deferido;1;correto
1020.2021/0012353-9;Despacho deferido;1;correto
1020.2021/0012406-3;Despacho deferido;1;correto
1020.2021/0012410-1;Despacho deferido;1;correto
1020.2021/0012411-0;Despacho deferido;1;correto
1020.2021/0012412-8;Despacho deferido;1;correto
1020.2021/0012414-4;Despacho deferido;1;correto
1020.2021/0012420-9;Despacho deferido;1;correto
1020.2021/0012426-8;Despacho deferido;1;correto
1020.2021/0012427-6;Despacho deferido;1;correto
1020.2021/0012429-2;Despacho deferido;1;correto
1020.2021/0012430-6;Despacho deferido;1;correto
1020.2021/0012432-2;Despacho deferido;1;correto
1020.2021/0012435-7;Despacho deferido;1;correto
1020.2021/0012620-1;Despacho deferido;1;correto
1020.2021/0012622-8;Despacho deferido;1;correto
1020.2021/0012347-4;Despacho deferido;1;correto
1020.2021/0012735-6;Despacho deferido;1;correto
1020.2021/0012739-9;Despacho deferido;1;correto
1020.2021/0012741-0;Despacho deferido;1;correto
1020.2021/0012744-5;Despacho deferido;1;correto
1020.2021/0012892-1;Despacho deferido;1;correto
1020.2021/0012895-6;Despacho deferido;1;correto
1020.2021/0012904-9;Despacho deferido;1;correto
1020.2021/0012905-7;Despacho deferido;1;correto
1020.2021/0012906-5;Despacho deferido;1;correto
1020.2021/0012908-1;Despacho deferido;1;correto
1020.2021/0012737-2;Despacho deferido;1;correto
1020.2021/0012734-8;Despacho deferido;1;correto
1020.2021/0012623-6;Despacho deferido;1;correto
1020.2021/0012733-0;Despacho deferido;1;correto
1020.2021/0012692-9;Despacho deferido;1;correto
1020.2021/0012697-0;Despacho deferido;1;correto
1020.2021/0012705-4;Despacho deferido;1;correto
1020.2021/0012711-9;Despacho deferido;1;correto
1020.2021/0012718-6;Despacho deferido;1;correto
1020.2021/0012719-4;Despacho deferido;1;correto
1020.2021/0012721-6;Despacho deferido;1;correto
1020.2021/0012722-4;Despacho deferido;1;correto
1020.2021/0012725-9;Despacho deferido;1;correto
1020.2021/0012730-5;Despacho deferido;1;correto
1020.2021/0012348-2;Despacho deferido;1;correto
1020.2021/0012346-6;Despacho deferido;1;correto
1020.2021/0012014-9;Despacho deferido;1;correto
1020.2021/0012016-5;Despacho deferido;1;correto
1020.2021/0012017-3;Despacho deferido;1;correto
1020.2021/0012023-8;Despacho deferido;1;correto
1020.2021/0012026-2;Despacho deferido;1;correto
1020.2021/0012027-0;Despacho deferido;1;correto
1020.2021/0012030-0;Despacho deferido;1;correto
1020.2021/0012031-9;Despacho deferido;1;correto
1020.2021/0012032-7;Despacho deferido;1;correto
1020.2021/0012034-3;Despacho deferido;1;correto
1020.2021/0012035-1;Despacho deferido;1;correto
1020.2021/0012036-0;Despacho deferido;1;correto
1020.2021/0012037-8;Despacho deferido;1;correto
1020.2021/0012042-4;Despacho deferido;1;correto
1020.2021/0012120-0;Despacho deferido;1;correto
1020.2021/0012122-6;Despacho deferido;1;correto
1020.2021/0012125-0;Despacho deferido;1;correto
1020.2021/0012128-5;Despacho deferido;1;correto
1020.2021/0012130-7;Despacho deferido;1;correto
1020.2021/0012012-2;Despacho deferido;1;correto
1020.2021/0012011-4;Despacho deferido;1;correto
1020.2021/0011960-4;Despacho deferido;1;correto
1020.2021/0011965-5;Despacho deferido;1;correto
1020.2021/0011974-4;Despacho deferido;1;correto
1020.2021/0011975-2;Despacho deferido;1;correto
1020.2021/0011982-5;Despacho deferido;1;inexistente
1020.2021/0011987-6;Despacho deferido;1;correto
1020.2021/0011989-2;Despacho deferido;1;correto
1020.2021/0011994-9;Despacho deferido;1;correto
1020.2021/0011995-7;Despacho deferido;1;correto
1020.2021/0011997-3;Despacho deferido;1;correto
1020.2021/0011998-1;Despacho deferido;1;correto
1020.2021/0012003-3;Despacho deferido;1;correto
1020.2021/0012004-1;Despacho deferido;1;correto
1020.2021/0012005-0;Despacho deferido;1;correto
1020.2021/0012006-8;Despacho deferido;1;correto
1020.2021/0012007-6;Despacho deferido;1;correto
1020.2021/0012008-4;Despacho deferido;1;correto
1020.2021/0012009-2;Despacho deferido;1;correto
1020.2021/0012156-0;Despacho deferido;1;correto
1020.2021/0012344-0;Despacho deferido;1;correto
1020.2021/0012278-8;Despacho deferido;1;correto
1020.2021/0012288-5;Despacho deferido;1;correto
1020.2021/0012296-6;Despacho deferido;1;correto
1020.2021/0012297-4;Despacho deferido;1;correto
1020.2021/0012302-4;Despacho deferido;1;correto
1020.2021/0012303-2;Despacho deferido;1;correto
1020.2021/0012304-0;Despacho deferido;1;correto
1020.2021/0012305-9;Despacho deferido;1;correto
1020.2021/0012306-7;Despacho deferido;1;correto
1020.2021/0012307-5;Despacho deferido;1;correto
1020.2021/0012308-3;Despacho deferido;1;correto
1020.2021/0012309-1;Despacho deferido;1;correto
1020.2021/0012310-5;Despacho deferido;1;correto
1020.2021/0012323-7;Despacho deferido;1;correto
1020.2021/0012324-5;Despacho deferido;1;correto
1020.2021/0012328-8;Despacho deferido;1;correto
1020.2021/0012331-8;Despacho deferido;1;correto
1020.2021/0012332-6;Despacho deferido;1;correto
1020.2021/0012333-4;Despacho deferido;1;correto
1020.2021/0012334-2;Despacho deferido;1;correto
1020.2021/0012335-0;Despacho deferido;1;correto
1020.2021/0012336-9;Despacho deferido;1;correto
1020.2021/0012340-7;Despacho deferido;1;correto
1020.2021/0012343-1;Despacho deferido;1;correto
1020.2021/0012282-6;Despacho deferido;1;correto
1020.2021/0012275-3;Despacho deferido;1;correto
1020.2021/0012271-0;Despacho deferido;1;correto
1020.2021/0012174-9;Despacho deferido;1;correto
1020.2021/0012181-1;Despacho deferido;1;correto
1020.2021/0012184-6;Despacho deferido;1;correto
1020.2021/0012196-0;Despacho deferido;1;correto
1020.2021/0012199-4;Despacho deferido;1;correto
1020.2021/0012200-1;Despacho deferido;1;correto
1020.2021/0012203-6;Despacho deferido;1;correto
1020.2021/0012205-2;Despacho deferido;1;correto
1020.2021/0012207-9;Despacho deferido;1;correto
1020.2021/0012208-7;Despacho deferido;1;correto
1020.2021/0012210-9;Despacho deferido;1;correto
1020.2021/0012211-7;Despacho deferido;1;correto
1020.2021/0012214-1;Despacho deferido;1;correto
1020.2021/0012225-7;Despacho deferido;1;correto
1020.2021/0012258-3;Despacho deferido;1;correto
1020.2021/0012264-8;Despacho deferido;1;correto
1020.2021/0012913-8;Despacho deferido;1;correto
1020.2021/0013670-3;Despacho deferido;1;correto
1020.2021/0013674-6;Despacho deferido;1;correto
1020.2021/0013675-4;Despacho deferido;1;correto
1020.2021/0013676-2;Despacho deferido;1;correto
1020.2021/0013678-9;Despacho deferido;1;correto
1020.2021/0013679-7;Despacho deferido;1;correto
1020.2021/0013680-0;Despacho deferido;1;correto
1020.2021/0013683-5;Despacho deferido;1;correto
1020.2021/0013685-1;Despacho deferido;1;correto
1020.2021/0013801-3;Despacho deferido;1;correto
1020.2021/0013803-0;Despacho deferido;1;correto
1020.2021/0013805-6;Despacho deferido;1;correto
1020.2021/0013806-4;Despacho deferido;1;correto
1020.2021/0013810-2;Despacho deferido;1;correto
1020.2021/0013813-7;Despacho deferido;1;correto
1020.2021/0013815-3;Despacho deferido;1;correto
1020.2021/0013820-0;Despacho deferido;1;correto
1020.2021/0013821-8;Despacho deferido;1;correto
1020.2021/0013672-0;Despacho deferido;1;correto
1020.2021/0013824-2;Despacho deferido;1;correto
1020.2021/0013669-0;Despacho deferido;1;correto
1020.2021/0013468-9;Despacho deferido;1;correto
1020.2021/0013469-7;Despacho deferido;1;correto
1020.2021/0013470-0;Despacho deferido;1;correto
1020.2021/0013471-9;Despacho deferido;1;correto
1020.2021/0013472-7;Despacho deferido;1;correto
1020.2021/0013474-3;Despacho deferido;1;correto
1020.2021/0013477-8;Despacho deferido;1;correto
1020.2021/0013478-6;Despacho deferido;1;correto
1020.2021/0013479-4;Despacho deferido;1;correto
1020.2021/0013480-8;Despacho deferido;1;correto
1020.2021/0013481-6;Despacho deferido;1;correto
1020.2021/0013482-4;Despacho deferido;1;correto
1020.2021/0013656-8;Despacho deferido;1;correto
1020.2021/0013657-6;Despacho deferido;1;correto
1020.2021/0013659-2;Despacho deferido;1;correto
1020.2021/0013663-0;Despacho deferido;1;correto
1020.2021/0013666-5;Despacho deferido;1;correto
1020.2021/0013667-3;Despacho deferido;1;correto
1020.2021/0013668-1;Despacho deferido;1;correto
1020.2021/0013822-6;Despacho deferido;1;correto
1020.2021/0013464-6;Despacho deferido;1;correto
1020.2021/0013978-8;Despacho deferido;1;correto
1020.2021/0013980-0;Despacho deferido;1;correto
1020.2021/0013982-6;Despacho deferido;1;correto
1020.2021/0013986-9;Despacho deferido;1;correto
1020.2021/0013987-7;Despacho deferido;1;correto
1020.2021/0013989-3;Despacho deferido;1;correto
1020.2021/0014003-4;Despacho deferido;1;correto
1020.2021/0014122-7;Despacho deferido;1;correto
1020.2021/0014124-3;Despacho deferido;1;correto
1020.2021/0014125-1;Despacho deferido;1;correto
1020.2021/0014129-4;Despacho deferido;1;correto
1020.2021/0014130-8;Despacho deferido;1;correto
1020.2021/0014133-2;Despacho deferido;1;correto
1020.2021/0014137-5;Despacho deferido;1;correto
1020.2021/0014138-3;Despacho deferido;1;correto
1020.2021/0014142-1;Despacho deferido;1;correto
1020.2021/0014143-0;Despacho deferido;1;correto
1020.2021/0014146-4;Despacho deferido;1;correto
1020.2021/0014147-2;Despacho deferido;1;correto
1020.2021/0014256-8;Despacho deferido;1;correto
1020.2021/0013979-6;Despacho deferido;1;correto
1020.2021/0013977-0;Despacho deferido;1;correto
1020.2021/0013826-9;Despacho deferido;1;correto
1020.2021/0013976-1;Despacho deferido;1;correto
1020.2021/0013945-1;Despacho deferido;1;correto
1020.2021/0013946-0;Despacho deferido;1;correto
1020.2021/0013948-6;Despacho deferido;1;correto
1020.2021/0013951-6;Despacho deferido;1;correto
1020.2021/0013957-5;Despacho deferido;1;correto
1020.2021/0013960-5;Despacho deferido;1;correto
1020.2021/0013963-0;Despacho deferido;1;correto
1020.2021/0013965-6;Despacho deferido;1;correto
1020.2021/0013969-9;Despacho deferido;1;correto
1020.2021/0013970-2;Despacho deferido;1;correto
1020.2021/0013971-0;Despacho deferido;1;correto
1020.2021/0013972-9;Despacho deferido;1;correto
1020.2021/0013975-3;Despacho deferido;1;correto
1020.2021/0013467-0;Despacho deferido;1;correto
1020.2021/0012915-4;Despacho deferido;1;correto
1020.2021/0013148-5;Despacho deferido;1;correto
1020.2021/0013151-5;Despacho deferido;1;correto
1020.2021/0013154-0;Despacho deferido;1;correto
1020.2021/0013158-2;Despacho deferido;1;correto
1020.2021/0013164-7;Despacho deferido;1;correto
1020.2021/0013201-5;Despacho deferido;1;correto
1020.2021/0013208-2;Despacho deferido;1;correto
1020.2021/0013215-5;Despacho deferido;1;correto
1020.2021/0013228-7;Despacho deferido;1;correto
1020.2021/0013231-7;Despacho deferido;1;correto
1020.2021/0013233-3;Despacho deferido;1;correto
1020.2021/0013240-6;Despacho deferido;1;correto
1020.2021/0013242-2;Despacho deferido;1;correto
1020.2021/0013249-0;Despacho deferido;1;correto
1020.2021/0013149-3;Despacho deferido;1;correto
1020.2021/0013147-7;Despacho deferido;1;correto
1020.2021/0013254-6;Despacho deferido;1;correto
1020.2021/0013144-2;Despacho deferido;1;correto
1020.2021/0012916-2;Despacho deferido;1;correto
1020.2021/0012917-0;Despacho deferido;1;correto
1020.2021/0012919-7;Despacho deferido;1;correto
1020.2021/0012920-0;Despacho deferido;1;correto
1020.2021/0012921-9;Despacho deferido;1;correto
1020.2021/0013014-4;Despacho deferido;1;correto
1020.2021/0013015-2;Despacho deferido;1;correto
1020.2021/0013018-7;Despacho deferido;1;correto
1020.2021/0013021-7;Despacho deferido;1;correto
1020.2021/0013022-5;Despacho deferido;1;correto
1020.2021/0013102-7;Despacho deferido;1;correto
1020.2021/0013126-4;Despacho deferido;1;correto
1020.2021/0013128-0;Despacho deferido;1;correto
1020.2021/0013130-2;Despacho deferido;1;correto
1020.2021/0013131-0;Despacho deferido;1;correto
1020.2021/0013132-9;Despacho deferido;1;correto
1020.2021/0013138-8;Despacho deferido;1;correto
1020.2021/0013139-6;Despacho deferido;1;correto
1020.2021/0013141-8;Despacho deferido;1;correto
1020.2021/0013253-8;Despacho deferido;1;correto
1020.2021/0013255-4;Despacho deferido;1;correto
1020.2021/0013460-3;Despacho deferido;1;correto
1020.2021/0013421-2;Despacho deferido;1;correto
1020.2021/0013422-0;Despacho deferido;1;inexistente
1020.2021/0013425-5;Despacho deferido;1;correto
1020.2021/0013426-3;Despacho deferido;1;correto
1020.2021/0013428-0;Despacho deferido;1;correto
1020.2021/0013431-0;Despacho deferido;1;correto
1020.2021/0013433-6;Despacho deferido;1;correto
1020.2021/0013434-4;Despacho deferido;1;correto
1020.2021/0013435-2;Despacho deferido;1;correto
1020.2021/0013436-0;Despacho deferido;1;correto
1020.2021/0013438-7;Despacho deferido;1;correto
1020.2021/0013439-5;Despacho deferido;1;correto
1020.2021/0013441-7;Despacho deferido;1;correto
1020.2021/0013442-5;Despacho deferido;1;correto
1020.2021/0013443-3;Despacho deferido;1;correto
1020.2021/0013444-1;Despacho deferido;1;correto
1020.2021/0013447-6;Despacho deferido;1;correto
1020.2021/0013458-1;Despacho deferido;1;correto
1020.2021/0013256-2;Despacho deferido;1;correto
1020.2021/0013412-3;Despacho deferido;1;correto
1020.2021/0013269-4;Despacho deferido;1;correto
1020.2021/0013271-6;Despacho deferido;1;correto
1020.2021/0013272-4;Despacho deferido;1;correto
1020.2021/0013274-0;Despacho deferido;1;correto
1020.2021/0013280-5;Despacho deferido;1;correto
1020.2021/0013283-0;Despacho deferido;1;correto
1020.2021/0013284-8;Despacho deferido;1;correto
1020.2021/0013285-6;Despacho deferido;1;correto
1020.2021/0013286-4;Despacho deferido;1;correto
1020.2021/0013288-0;Despacho deferido;1;correto
1020.2021/0013289-9;Despacho deferido;1;correto
1020.2021/0013290-2;Despacho deferido;1;correto
1020.2021/0013293-7;Despacho deferido;1;correto
1020.2021/0013296-1;Despacho deferido;1;correto
1020.2021/0013297-0;Despacho deferido;1;correto
1020.2021/0013302-0;Despacho deferido;1;correto
1020.2021/0013303-8;Despacho deferido;1;correto
1020.2021/0013304-6;Despacho deferido;1;correto
1020.2021/0013307-0;Despacho deferido;1;correto
1020.2021/0013392-5;Despacho deferido;1;correto
1020.2022/0011765-4;Despacho deferido;1;correto
1020.2021/0000860-8;Despacho deferido;1;correto
1020.2021/0000925-6;Despacho deferido;1;correto
1020.2021/0000926-4;Despacho deferido;1;correto
1020.2021/0000927-2;Despacho deferido;1;correto
1020.2021/0000928-0;Despacho deferido;1;correto
1020.2021/0000929-9;Despacho deferido;1;correto
1020.2021/0000930-2;Despacho deferido;1;correto
1020.2021/0000934-5;Despacho deferido;1;correto
1020.2021/0000936-1;Despacho deferido;1;correto
1020.2021/0000938-8;Despacho deferido;1;correto
1020.2021/0000945-0;Despacho deferido;1;correto
1020.2021/0000953-1;Despacho deferido;1;correto
1020.2021/0000955-8;Despacho deferido;1;correto
1020.2021/0000956-6;Despacho deferido;1;correto
1020.2021/0000957-4;Despacho deferido;1;correto
1020.2021/0000958-2;Despacho deferido;1;correto
1020.2021/0000959-0;Despacho deferido;1;correto
1020.2021/0001002-5;Despacho deferido;1;correto
1020.2021/0001003-3;Despacho deferido;1;correto
1020.2021/0001005-0;Despacho deferido;1;correto
1020.2021/0001006-8;Despacho deferido;1;correto
1020.2021/0001007-6;Despacho deferido;1;correto
1020.2021/0001058-0;Despacho deferido;1;correto
1020.2021/0000857-8;Despacho deferido;1;correto
1020.2021/0000711-3;Despacho deferido;1;correto
1020.2021/0000712-1;Despacho deferido;1;correto
1020.2021/0000713-0;Despacho deferido;1;correto
1020.2021/0000776-8;Despacho deferido;1;correto
1020.2021/0000777-6;Despacho deferido;1;correto
1020.2021/0000779-2;Despacho deferido;1;correto
1020.2021/0000781-4;Despacho deferido;1;correto
1020.2021/0000783-0;Despacho deferido;1;correto
1020.2021/0000784-9;Despacho deferido;1;correto
1020.2021/0000786-5;Despacho deferido;1;2
1020.2021/0000806-3;Despacho deferido;1;correto
1020.2021/0000807-1;Despacho deferido;1;correto
1020.2021/0000808-0;Despacho deferido;1;correto
1020.2021/0000809-8;Despacho deferido;1;correto
1020.2021/0000816-0;Despacho deferido;1;correto
1020.2021/0000817-9;Despacho deferido;1;correto
1020.2021/0001059-9;Despacho deferido;1;correto
1020.2021/0001392-0;Despacho deferido;1;correto
1020.2021/0001394-6;Despacho deferido;1;correto
1020.2021/0001395-4;Despacho deferido;1;correto
1020.2021/0001396-2;Despacho deferido;1;correto
1020.2021/0001397-0;Despacho deferido;1;correto
1020.2021/0001400-4;Despacho deferido;1;correto
1020.2021/0001401-2;Despacho deferido;1;correto
1020.2021/0001448-9;Despacho deferido;1;correto
1020.2021/0001458-6;Despacho deferido;1;correto
1020.2021/0001464-0;Despacho deferido;1;correto
1020.2021/0001471-3;Despacho deferido;1;correto
1020.2021/0001474-8;Despacho deferido;1;correto
1020.2021/0001475-6;Despacho deferido;1;correto
1020.2021/0001482-9;Despacho deferido;1;correto
1020.2021/0001485-3;Despacho deferido;1;correto
1020.2021/0001515-9;Despacho deferido;1;correto
1020.2021/0001393-8;Despacho deferido;1;correto
1020.2021/0001318-0;Despacho deferido;1;correto
1020.2021/0001061-0;Despacho deferido;1;correto
1020.2021/0001265-6;Despacho deferido;1;correto
1020.2021/0001062-9;Despacho deferido;1;correto
1020.2021/0001063-7;Despacho deferido;1;correto
1020.2021/0001155-2;Despacho deferido;1;correto
1020.2021/0001158-7;Despacho deferido;1;correto
1020.2021/0001159-5;Despacho deferido;1;correto
1020.2021/0001162-5;Despacho deferido;1;correto
1020.2021/0001165-0;Despacho deferido;1;correto
1020.2021/0001252-4;Despacho deferido;1;correto
1020.2021/0001253-2;Despacho deferido;1;correto
1020.2021/0001256-7;Despacho deferido;1;correto
1020.2021/0001257-5;Despacho deferido;1;correto
1020.2021/0001258-3;Despacho deferido;1;correto
1020.2021/0001260-5;Despacho deferido;1;correto
1020.2021/0001262-1;Despacho deferido;1;correto
1020.2021/0001263-0;Despacho deferido;1;correto
1020.2021/0001264-8;Despacho deferido;1;correto
1020.2021/0000710-5;Despacho deferido;1;correto
1020.2021/0000709-1;Despacho deferido;1;correto
1020.2021/0000081-0;Despacho deferido;1;correto
1020.2021/0000082-8;Despacho deferido;1;correto
1020.2021/0000083-6;Despacho deferido;1;correto
1020.2021/0000085-2;Despacho deferido;1;correto
1020.2021/0000090-9;Despacho deferido;1;correto
1020.2021/0000123-9;Despacho deferido;1;correto
1020.2021/0000127-1;Despacho deferido;1;correto
1020.2021/0000129-8;Despacho deferido;1;correto
1020.2021/0000192-1;Despacho deferido;1;correto
1020.2021/0000193-0;Despacho deferido;1;correto
1020.2021/0000195-6;Despacho deferido;1;correto
1020.2021/0000196-4;Despacho deferido;1;correto
1020.2021/0000198-0;Despacho deferido;1;correto
1020.2021/0000199-9;Despacho deferido;1;correto
1020.2021/0000200-6;Despacho deferido;1;correto
1020.2021/0000205-7;Despacho deferido;1;correto
1020.2021/0000206-5;Despacho deferido;1;correto
1020.2021/0000274-0;Despacho deferido;1;correto
1020.2021/0000037-2;Despacho deferido;1;correto
1020.2020/0016016-5;Despacho deferido;1;correto
1020.2020/0016093-9;Despacho deferido;1;correto
1020.2020/0016095-5;Despacho deferido;1;correto
1020.2020/0016097-1;Despacho deferido;1;correto
1020.2021/0000002-0;Despacho deferido;1;correto
1020.2021/0000006-2;Despacho deferido;1;correto
1020.2021/0000015-1;Despacho deferido;1;correto
1020.2021/0000017-8;Despacho deferido;1;correto
