id;protocolo;n_processo;data_autuacao;assunto;ieos;data_publicacao_ieos;data_prazo_execucao_ieos;prorrogavel;data_extracao;prazo_ms;prazo_antigo_ms
5f96d3491db5380008457f24;126-20-SP-NEW;1010.2020/0008620-3;11/11/2020 15:07:47;Certificado de Acessibilidade;Intimação IEOS;19/08/2021;15/02/2022;True;2024.08.01;1644934120822.0;None
5f96d3491db5380008457f24;126-20-SP-NEW;1010.2020/0008620-3;11/11/2020 15:07:47;Certificado de Acessibilidade;Autorização de prorrogação de prazo;15/02/2022;14/08/2022;False;2024.08.01;1660486120822.0;1644934120822.0
5f9972e411924f00096a6f89;152-20-SP-NEW;1010.2020/0008347-6;05/11/2020 11:26:13;Certificado de Acessibilidade;Comunique-se padrão;11/03/2022;10/04/2022;True;2024.08.01;1649616090012.0;None
5f9972e411924f00096a6f89;152-20-SP-NEW;1010.2020/0008347-6;05/11/2020 11:26:13;Certificado de Acessibilidade;Intimação IEOS;16/08/2022;12/02/2023;True;2024.08.01;1676213537253.0;None
5f9972e411924f00096a6f89;152-20-SP-NEW;1010.2020/0008347-6;05/11/2020 11:26:13;Certificado de Acessibilidade;Autorização de prorrogação de prazo;14/02/2023;11/08/2023;False;2024.08.01;1691765537253.0;1676213537253.0
5f9c8c73614b9800082563a6;195-20-SP-NEW;1010.2020/0008676-9;11/11/2020 17:31:16;Certificado de Acessibilidade;Comunique-se padrão;09/09/2021;09/10/2021;True;2024.08.01;1633797168299.0;None
5f9c8c73614b9800082563a6;195-20-SP-NEW;1010.2020/0008676-9;11/11/2020 17:31:16;Certificado de Acessibilidade;Autorização de prorrogação de prazo;22/03/2022;08/11/2021;False;2024.08.01;1636389168299.0;1633797168299.0
5f9c8c73614b9800082563a6;195-20-SP-NEW;1010.2020/0008676-9;11/11/2020 17:31:16;Certificado de Acessibilidade;Comunique-se padrão;02/08/2022;01/09/2022;False;2024.08.01;1662049969554.0;None
5f9c8c73614b9800082563a6;195-20-SP-NEW;1010.2020/0008676-9;11/11/2020 17:31:16;Certificado de Acessibilidade;Intimação IEOS;13/12/2022;11/06/2023;True;2024.08.01;1686501267664.0;None
5f9c8c73614b9800082563a6;195-20-SP-NEW;1010.2020/0008676-9;11/11/2020 17:31:16;Certificado de Acessibilidade;Autorização de prorrogação de prazo;13/06/2023;08/12/2023;False;2024.08.01;1702053267664.0;1686501267664.0
5fa19604cb5fe80008967e48;202-20-SP-NEW;1020.2020/0014423-2;18/11/2020 16:39:33;Certificado de Acessibilidade;Comunique-se padrão;29/06/2021;29/07/2021;True;2024.08.01;1627571168684.0;None
5fa19604cb5fe80008967e48;202-20-SP-NEW;1020.2020/0014423-2;18/11/2020 16:39:33;Certificado de Acessibilidade;Autorização de prorrogação de prazo;03/08/2021;28/08/2021;False;2024.08.01;1630163168684.0;1627571168684.0
5fa19604cb5fe80008967e48;202-20-SP-NEW;1020.2020/0014423-2;18/11/2020 16:39:33;Certificado de Acessibilidade;Intimação IEOS;11/12/2021;09/06/2022;True;2024.08.01;1654778069466.0;None
5fa19604cb5fe80008967e48;202-20-SP-NEW;1020.2020/0014423-2;18/11/2020 16:39:33;Certificado de Acessibilidade;Autorização de prorrogação de prazo;10/06/2022;06/12/2022;False;2024.08.01;1670330069466.0;1654778069466.0
5fac0e3461c237000810fd6b;300-20-SP-NEW;1020.2020/0014549-2;25/11/2020 11:19:32;Certificado de Segurança;Autorização de prorrogação de prazo;18/12/2021;23/03/2021;False;2024.08.01;1616522808379.0;1613930808379.0
5fac0e3461c237000810fd6b;300-20-SP-NEW;1020.2020/0014549-2;25/11/2020 11:19:32;Certificado de Segurança;Comunique-se padrão;29/01/2022;28/02/2022;True;2024.08.01;1646080358163.0;None
5fac0e3461c237000810fd6b;300-20-SP-NEW;1020.2020/0014549-2;25/11/2020 11:19:32;Certificado de Segurança;Intimação IEOS;18/02/2022;17/08/2022;True;2024.08.01;1660755787182.0;None
5fac0e3461c237000810fd6b;300-20-SP-NEW;1020.2020/0014549-2;25/11/2020 11:19:32;Certificado de Segurança;Comunique-se padrão;23/06/2022;23/07/2022;True;2024.08.01;1658584840817.0;None
5fad7dbf1ec3160008093004;318-20-SP-NEW;1020.2020/0014643-0;30/11/2020 16:29:21;Alvará de Funcionamento de Local de Reunião;Intimação IEOS;27/09/2022;26/03/2023;False;2024.08.01;1679869805653.0;None
5fb2d5667b85020008799c54;346-20-SP-NEW;1020.2020/0014885-8;01/12/2020 11:06:43;Certificado de Acessibilidade;Autorização de prorrogação de prazo;03/08/2021;09/05/2021;False;2024.08.01;1620561153482.0;1617969153482.0
5fb2d5667b85020008799c54;346-20-SP-NEW;1020.2020/0014885-8;01/12/2020 11:06:43;Certificado de Acessibilidade;Comunique-se padrão;08/11/2022;08/12/2022;True;2024.08.01;1670507274508.0;None
5fb2d5667b85020008799c54;346-20-SP-NEW;1020.2020/0014885-8;01/12/2020 11:06:43;Certificado de Acessibilidade;Autorização de prorrogação de prazo;24/08/2023;06/01/2023;False;2024.08.01;1673012874508.0;1670507274508.0
5fb2d5667b85020008799c54;346-20-SP-NEW;1020.2020/0014885-8;01/12/2020 11:06:43;Certificado de Acessibilidade;Intimação IEOS;04/10/2023;01/04/2024;True;2024.08.01;1711974026328.0;None
5fb2d5667b85020008799c54;346-20-SP-NEW;1020.2020/0014885-8;01/12/2020 11:06:43;Certificado de Acessibilidade;Autorização de prorrogação de prazo;03/04/2024;28/09/2024;False;2024.08.01;1727526026328.0;1711974026328.0
5fb537f3653f4700090e0b7d;380-20-SP-NEW;1020.2020/0014590-5;30/11/2020 12:41:02;Certificado de Acessibilidade;Comunique-se padrão;20/04/2023;20/05/2023;True;2024.08.01;1684604647391.0;None
5fb537f3653f4700090e0b7d;380-20-SP-NEW;1020.2020/0014590-5;30/11/2020 12:41:02;Certificado de Acessibilidade;Intimação IEOS;26/04/2024;23/10/2024;True;2024.08.01;1729696412531.0;None
5fb565f2f5bd7a0005a2047c;384-20-SP-NEW;1020.2020/0015487-4;16/12/2020 10:10:28;Certificado de Segurança;Comunique-se padrão;21/01/2022;20/02/2022;True;2024.08.01;1645381046972.0;None
5fb565f2f5bd7a0005a2047c;384-20-SP-NEW;1020.2020/0015487-4;16/12/2020 10:10:28;Certificado de Segurança;Intimação IEOS;25/06/2022;22/12/2022;True;2024.08.01;1671731053466.0;None
5fb565f2f5bd7a0005a2047c;384-20-SP-NEW;1020.2020/0015487-4;16/12/2020 10:10:28;Certificado de Segurança;Autorização de prorrogação de prazo;27/12/2022;20/06/2023;False;2024.08.01;1687283053466.0;1671731053466.0
5fb565f2f5bd7a0005a2047c;384-20-SP-NEW;1020.2020/0015487-4;16/12/2020 10:10:28;Certificado de Segurança;Comunique-se padrão;13/11/2023;13/12/2023;True;2024.08.01;1702476723786.0;None
5fb565f2f5bd7a0005a2047c;384-20-SP-NEW;1020.2020/0015487-4;16/12/2020 10:10:28;Certificado de Segurança;Autorização de prorrogação de prazo;14/12/2023;12/01/2024;False;2024.08.01;1705068723786.0;1702476723786.0
5fb565f2f5bd7a0005a2047c;384-20-SP-NEW;1020.2020/0015487-4;16/12/2020 10:10:28;Certificado de Segurança;Comunique-se padrão;13/03/2024;12/04/2024;True;2024.08.01;1712938230756.0;None
5fb565f2f5bd7a0005a2047c;384-20-SP-NEW;1020.2020/0015487-4;16/12/2020 10:10:28;Certificado de Segurança;Autorização de prorrogação de prazo;13/05/2024;12/05/2024;False;2024.08.01;1715530230756.0;1712938230756.0
5fb565f2f5bd7a0005a2047c;384-20-SP-NEW;1020.2020/0015487-4;16/12/2020 10:10:28;Certificado de Segurança;Comunique-se padrão;24/07/2024;23/08/2024;True;2024.08.01;1724434905068.0;None
5fb7c17d7f7513000811a25b;406-20-SP-NEW;1020.2020/0014881-5;01/12/2020 10:49:34;Certificado de Segurança;Comunique-se padrão;03/08/2021;02/09/2021;True;2024.08.01;1630596057937.0;None
5fb7c17d7f7513000811a25b;406-20-SP-NEW;1020.2020/0014881-5;01/12/2020 10:49:34;Certificado de Segurança;Autorização de prorrogação de prazo;01/10/2021;02/10/2021;False;2024.08.01;1633188057937.0;1630596057937.0
5fb7c17d7f7513000811a25b;406-20-SP-NEW;1020.2020/0014881-5;01/12/2020 10:49:34;Certificado de Segurança;Comunique-se padrão;16/02/2022;18/03/2022;True;2024.08.01;1647629450894.0;None
5fb7c17d7f7513000811a25b;406-20-SP-NEW;1020.2020/0014881-5;01/12/2020 10:49:34;Certificado de Segurança;Autorização de prorrogação de prazo;22/03/2022;17/04/2022;False;2024.08.01;1650221450894.0;1647629450894.0
5fb7c17d7f7513000811a25b;406-20-SP-NEW;1020.2020/0014881-5;01/12/2020 10:49:34;Certificado de Segurança;Intimação IEOS;29/06/2022;26/12/2022;True;2024.08.01;1672081041158.0;None
5fb7c17d7f7513000811a25b;406-20-SP-NEW;1020.2020/0014881-5;01/12/2020 10:49:34;Certificado de Segurança;Autorização de prorrogação de prazo;06/01/2023;24/06/2023;False;2024.08.01;1687633041158.0;1672081041158.0
5fb7c17d7f7513000811a25b;406-20-SP-NEW;1020.2020/0014881-5;01/12/2020 10:49:34;Certificado de Segurança;Comunique-se padrão;04/08/2023;03/09/2023;True;2024.08.01;1693759707797.0;None
5fb7c17d7f7513000811a25b;406-20-SP-NEW;1020.2020/0014881-5;01/12/2020 10:49:34;Certificado de Segurança;Autorização de prorrogação de prazo;06/09/2023;03/10/2023;False;2024.08.01;1696351707797.0;1693759707797.0
5fbd5e6195df4700087b4a54;443-20-SP-NEW;1020.2020/0015839-0;23/12/2020 16:14:18;Certificado de Segurança;Autorização de prorrogação de prazo;05/11/2021;25/07/2021;False;2024.08.01;1627241235515.0;1624649235515.0
5fbd5e6195df4700087b4a54;443-20-SP-NEW;1020.2020/0015839-0;23/12/2020 16:14:18;Certificado de Segurança;Intimação IEOS;07/05/2022;03/11/2022;True;2024.08.01;1667499195990.0;None
5fbd5e6195df4700087b4a54;443-20-SP-NEW;1020.2020/0015839-0;23/12/2020 16:14:18;Certificado de Segurança;Autorização de prorrogação de prazo;08/12/2022;02/05/2023;False;2024.08.01;1683051195990.0;1667499195990.0
5fc015d83cbfc400089c5adb;477-20-SP-NEW;1020.2020/0015734-2;21/12/2020 10:54:15;Certificado de Acessibilidade;Autorização de prorrogação de prazo;14/08/2021;17/05/2021;False;2024.08.01;1621266791935.0;1618674791935.0
5fc015d83cbfc400089c5adb;477-20-SP-NEW;1020.2020/0015734-2;21/12/2020 10:54:15;Certificado de Acessibilidade;Comunique-se padrão;09/02/2022;10/03/2022;True;2024.08.01;1646928107459.0;None
5fc015d83cbfc400089c5adb;477-20-SP-NEW;1020.2020/0015734-2;21/12/2020 10:54:15;Certificado de Acessibilidade;Comunique-se padrão;09/02/2022;11/03/2022;True;2024.08.01;1647014815737.0;None
5fc015d83cbfc400089c5adb;477-20-SP-NEW;1020.2020/0015734-2;21/12/2020 10:54:15;Certificado de Acessibilidade;Autorização de prorrogação de prazo;03/05/2022;10/04/2022;False;2024.08.01;1649606815737.0;1647014815737.0
5fc015d83cbfc400089c5adb;477-20-SP-NEW;1020.2020/0015734-2;21/12/2020 10:54:15;Certificado de Acessibilidade;Comunique-se padrão;22/12/2022;21/01/2023;True;2024.08.01;1674328109327.0;None
5fc015d83cbfc400089c5adb;477-20-SP-NEW;1020.2020/0015734-2;21/12/2020 10:54:15;Certificado de Acessibilidade;Comunique-se padrão;28/06/2023;28/07/2023;True;2024.08.01;1690565040953.0;None
5fc015d83cbfc400089c5adb;477-20-SP-NEW;1020.2020/0015734-2;21/12/2020 10:54:15;Certificado de Acessibilidade;Intimação IEOS;18/08/2023;14/02/2024;True;2024.08.01;1707923661594.0;None
5fc015d83cbfc400089c5adb;477-20-SP-NEW;1020.2020/0015734-2;21/12/2020 10:54:15;Certificado de Acessibilidade;Autorização de prorrogação de prazo;20/05/2024;12/08/2024;False;2024.08.01;1723475661594.0;1707923661594.0
5fc52fed50d57100096a89a7;501-20-SP-NEW;1020.2020/0014942-0;03/12/2020 16:54:27;Certificado de Acessibilidade;Autorização de prorrogação de prazo;14/08/2021;24/04/2021;False;2024.08.01;1619287377373.0;1616695377373.0
5fc52fed50d57100096a89a7;501-20-SP-NEW;1020.2020/0014942-0;03/12/2020 16:54:27;Certificado de Acessibilidade;Comunique-se padrão;13/11/2021;13/12/2021;True;2024.08.01;1639413167539.0;None
5fc52fed50d57100096a89a7;501-20-SP-NEW;1020.2020/0014942-0;03/12/2020 16:54:27;Certificado de Acessibilidade;Comunique-se padrão;14/12/2021;13/01/2022;True;2024.08.01;1642096838449.0;None
5fc52fed50d57100096a89a7;501-20-SP-NEW;1020.2020/0014942-0;03/12/2020 16:54:27;Certificado de Acessibilidade;Comunique-se padrão;28/12/2021;27/01/2022;True;2024.08.01;1643306617791.0;None
5fc52fed50d57100096a89a7;501-20-SP-NEW;1020.2020/0014942-0;03/12/2020 16:54:27;Certificado de Acessibilidade;Comunique-se padrão;12/02/2022;14/03/2022;True;2024.08.01;1647274661709.0;None
5fc52fed50d57100096a89a7;501-20-SP-NEW;1020.2020/0014942-0;03/12/2020 16:54:27;Certificado de Acessibilidade;Intimação IEOS;24/02/2022;23/08/2022;True;2024.08.01;1661273899243.0;None
5fc52fed50d57100096a89a7;501-20-SP-NEW;1020.2020/0014942-0;03/12/2020 16:54:27;Certificado de Acessibilidade;Autorização de prorrogação de prazo;25/08/2022;19/02/2023;False;2024.08.01;1676825899243.0;1661273899243.0
5fc57f5a7c08000008648b04;508-20-SP-NEW;1020.2020/0015264-2;10/12/2020 12:42:56;Certificado de Segurança;Intimação IEOS;17/11/2021;15/05/2022;True;2024.08.01;1652622110098.0;None
5fc57f5a7c08000008648b04;508-20-SP-NEW;1020.2020/0015264-2;10/12/2020 12:42:56;Certificado de Segurança;Intimação IEOS;26/04/2022;23/10/2022;True;2024.08.01;1666535977903.0;None
5fcfd161cab9ff0008d9faf9;592-20-SP-NEW;1020.2020/0015748-2;21/12/2020 19:26:48;Certificado de Acessibilidade;Autorização de prorrogação de prazo;03/08/2021;17/05/2021;False;2024.08.01;1621278051887.0;1618686051887.0
5fcfd161cab9ff0008d9faf9;592-20-SP-NEW;1020.2020/0015748-2;21/12/2020 19:26:48;Certificado de Acessibilidade;Comunique-se padrão;08/11/2022;08/12/2022;True;2024.08.01;1670505845941.0;None
5fcfd161cab9ff0008d9faf9;592-20-SP-NEW;1020.2020/0015748-2;21/12/2020 19:26:48;Certificado de Acessibilidade;Intimação IEOS;19/11/2022;18/05/2023;True;2024.08.01;1684439401865.0;None
5fcfd161cab9ff0008d9faf9;592-20-SP-NEW;1020.2020/0015748-2;21/12/2020 19:26:48;Certificado de Acessibilidade;Autorização de prorrogação de prazo;18/05/2023;14/11/2023;False;2024.08.01;1699991401865.0;1684439401865.0
5fd14445023479000825f17a;619-20-SP-NEW;1020.2020/0015492-0;16/12/2020 11:54:27;Certificado de Acessibilidade;Comunique-se padrão;04/09/2021;04/10/2021;True;2024.08.01;1633357815294.0;None
5fd14445023479000825f17a;619-20-SP-NEW;1020.2020/0015492-0;16/12/2020 11:54:27;Certificado de Acessibilidade;Autorização de prorrogação de prazo;28/12/2021;03/11/2021;False;2024.08.01;1635949815294.0;1633357815294.0
5fd14445023479000825f17a;619-20-SP-NEW;1020.2020/0015492-0;16/12/2020 11:54:27;Certificado de Acessibilidade;Comunique-se padrão;28/06/2022;28/07/2022;True;2024.08.01;1659031242455.0;None
5fd14445023479000825f17a;619-20-SP-NEW;1020.2020/0015492-0;16/12/2020 11:54:27;Certificado de Acessibilidade;Intimação IEOS;12/12/2023;09/06/2024;True;2024.08.01;1717941282511.0;None
5fd23d27cc8a850008c00043;624-20-SP-NEW;1020.2020/0015818-7;23/12/2020 11:12:34;Certificado de Acessibilidade;Autorização de prorrogação de prazo;03/08/2021;18/05/2021;False;2024.08.01;1621341380378.0;1618749380378.0
5fd23d27cc8a850008c00043;624-20-SP-NEW;1020.2020/0015818-7;23/12/2020 11:12:34;Certificado de Acessibilidade;Comunique-se padrão;02/10/2021;01/11/2021;True;2024.08.01;1635785830325.0;None
5fd23d27cc8a850008c00043;624-20-SP-NEW;1020.2020/0015818-7;23/12/2020 11:12:34;Certificado de Acessibilidade;Intimação IEOS;04/05/2022;31/10/2022;True;2024.08.01;1667221758808.0;None
5fd23d27cc8a850008c00043;624-20-SP-NEW;1020.2020/0015818-7;23/12/2020 11:12:34;Certificado de Acessibilidade;Autorização de prorrogação de prazo;01/11/2022;29/04/2023;False;2024.08.01;1682773758808.0;1667221758808.0
5fd7afb72181ab00083e7756;669-20-SP-NEW;1020.2020/0015991-4;29/12/2020 07:27:56;Certificado de Segurança;Intimação IEOS;23/06/2021;20/12/2021;True;2024.08.01;1640024784563.0;None
5fd7cefc88563800083f4481;673-20-SP-NEW;1020.2020/0016008-4;29/12/2020 12:46:43;Certificado de Segurança;Comunique-se padrão;13/11/2021;13/12/2021;True;2024.08.01;1639428168773.0;None
5fd7cefc88563800083f4481;673-20-SP-NEW;1020.2020/0016008-4;29/12/2020 12:46:43;Certificado de Segurança;Comunique-se padrão;11/05/2023;10/06/2023;True;2024.08.01;1686415223600.0;None
5fd7cefc88563800083f4481;673-20-SP-NEW;1020.2020/0016008-4;29/12/2020 12:46:43;Certificado de Segurança;Autorização de prorrogação de prazo;22/06/2023;10/07/2023;False;2024.08.01;1689007223600.0;1686415223600.0
5fd7cefc88563800083f4481;673-20-SP-NEW;1020.2020/0016008-4;29/12/2020 12:46:43;Certificado de Segurança;Intimação IEOS;22/08/2023;18/02/2024;True;2024.08.01;1708278177254.0;None
5fd7cefc88563800083f4481;673-20-SP-NEW;1020.2020/0016008-4;29/12/2020 12:46:43;Certificado de Segurança;Autorização de prorrogação de prazo;21/02/2024;16/08/2024;False;2024.08.01;1723830177254.0;1708278177254.0
5fdbb42db2d05c0009a86686;735-20-SP-NEW;1020.2020/0015964-7;28/12/2020 12:22:32;Certificado de Acessibilidade;Autorização de prorrogação de prazo;04/12/2021;10/05/2021;False;2024.08.01;1620652714619.0;1618060714619.0
5fdbb42db2d05c0009a86686;735-20-SP-NEW;1020.2020/0015964-7;28/12/2020 12:22:32;Certificado de Acessibilidade;Comunique-se padrão;22/07/2022;21/08/2022;True;2024.08.01;1661103873763.0;None
5fdbb42db2d05c0009a86686;735-20-SP-NEW;1020.2020/0015964-7;28/12/2020 12:22:32;Certificado de Acessibilidade;Comunique-se padrão;29/07/2022;28/08/2022;True;2024.08.01;1661700737500.0;None
5fdbb42db2d05c0009a86686;735-20-SP-NEW;1020.2020/0015964-7;28/12/2020 12:22:32;Certificado de Acessibilidade;Intimação IEOS;30/08/2022;26/02/2023;True;2024.08.01;1677419247499.0;None
5fdbb42db2d05c0009a86686;735-20-SP-NEW;1020.2020/0015964-7;28/12/2020 12:22:32;Certificado de Acessibilidade;Autorização de prorrogação de prazo;30/03/2023;25/08/2023;False;2024.08.01;1692971247499.0;1677419247499.0
5fdce921ff85740009a4b3f5;765-20-SP-NEW;1020.2020/0015845-4;23/12/2020 16:20:12;Certificado de Acessibilidade;Autorização de prorrogação de prazo;29/07/2021;09/08/2021;False;2024.08.01;1628520811780.0;1625928811780.0
5fdce921ff85740009a4b3f5;765-20-SP-NEW;1020.2020/0015845-4;23/12/2020 16:20:12;Certificado de Acessibilidade;Comunique-se padrão;08/01/2022;07/02/2022;True;2024.08.01;1644239889020.0;None
5fdce921ff85740009a4b3f5;765-20-SP-NEW;1020.2020/0015845-4;23/12/2020 16:20:12;Certificado de Acessibilidade;Comunique-se padrão;26/04/2023;26/05/2023;True;2024.08.01;1685125266235.0;None
5fdce921ff85740009a4b3f5;765-20-SP-NEW;1020.2020/0015845-4;23/12/2020 16:20:12;Certificado de Acessibilidade;Intimação IEOS;13/06/2023;10/12/2023;True;2024.08.01;1702241810069.0;None
5fdce921ff85740009a4b3f5;765-20-SP-NEW;1020.2020/0015845-4;23/12/2020 16:20:12;Certificado de Acessibilidade;Autorização de prorrogação de prazo;11/12/2023;07/06/2024;False;2024.08.01;1717793810069.0;1702241810069.0
5fdcf2d1be062b0008795f7b;769-20-SP-NEW;1020.2021/0000010-0;04/01/2021 11:18:23;Certificado de Acessibilidade;Comunique-se padrão;13/07/2021;12/08/2021;True;2024.08.01;1628787885576.0;None
5fdcf2d1be062b0008795f7b;769-20-SP-NEW;1020.2021/0000010-0;04/01/2021 11:18:23;Certificado de Acessibilidade;Comunique-se padrão;17/03/2022;16/04/2022;True;2024.08.01;1650134470916.0;None
5fdcf2d1be062b0008795f7b;769-20-SP-NEW;1020.2021/0000010-0;04/01/2021 11:18:23;Certificado de Acessibilidade;Intimação IEOS;31/03/2022;27/09/2022;True;2024.08.01;1664293254671.0;None
5fdcf2d1be062b0008795f7b;769-20-SP-NEW;1020.2021/0000010-0;04/01/2021 11:18:23;Certificado de Acessibilidade;Autorização de prorrogação de prazo;28/09/2022;26/03/2023;False;2024.08.01;1679845254671.0;1664293254671.0
5fdd20aa75edc90009beb2dd;786-20-SP-NEW;1020.2020/0015966-3;28/12/2020 12:24:38;Alvará de Funcionamento de Local de Reunião;Intimação IEOS;03/08/2021;30/01/2022;True;2024.08.01;1643574324658.0;None
5fdd20aa75edc90009beb2dd;786-20-SP-NEW;1020.2020/0015966-3;28/12/2020 12:24:38;Alvará de Funcionamento de Local de Reunião;Intimação IEOS;08/02/2022;07/08/2022;False;2024.08.01;1659831979681.0;None
5fdd20aa75edc90009beb2dd;786-20-SP-NEW;1020.2020/0015966-3;28/12/2020 12:24:38;Alvará de Funcionamento de Local de Reunião;Intimação IEOS;06/08/2022;02/02/2023;False;2024.08.01;1675356849177.0;None
5fe0ea9cb3386600084228aa;813-20-SP-NEW;1020.2021/0000008-9;04/01/2021 11:16:10;Certificado de Segurança;Autorização de prorrogação de prazo;19/10/2021;22/05/2021;False;2024.08.01;1621699994565.0;1619107994565.0
5fe0ea9cb3386600084228aa;813-20-SP-NEW;1020.2021/0000008-9;04/01/2021 11:16:10;Certificado de Segurança;Intimação IEOS;11/03/2022;07/09/2022;True;2024.08.01;1662566984283.0;None
5fe0ea9cb3386600084228aa;813-20-SP-NEW;1020.2021/0000008-9;04/01/2021 11:16:10;Certificado de Segurança;Autorização de prorrogação de prazo;29/09/2022;06/03/2023;False;2024.08.01;1678118984283.0;1662566984283.0
5fe24f3cd86e3a0009c22a99;846-20-SP-NEW;1020.2021/0010256-6;28/07/2021 10:42:22;Alvará de Funcionamento de Local de Reunião;Comunique-se padrão;12/10/2022;11/11/2022;True;2024.08.01;1668181106172.0;None
5fe24f3cd86e3a0009c22a99;846-20-SP-NEW;1020.2021/0010256-6;28/07/2021 10:42:22;Alvará de Funcionamento de Local de Reunião;Comunique-se padrão;03/02/2023;05/03/2023;True;2024.08.01;1678034586682.0;None
5fe24f3cd86e3a0009c22a99;846-20-SP-NEW;1020.2021/0010256-6;28/07/2021 10:42:22;Alvará de Funcionamento de Local de Reunião;Intimação IEOS;07/06/2023;04/12/2023;True;2024.08.01;1701719130349.0;None
5fe28587cfa22d000824eb17;858-20-SP-NEW;1020.2021/0002816-1;11/03/2021 13:41:27;Certificado de Acessibilidade;Comunique-se padrão;06/07/2021;05/08/2021;True;2024.08.01;1628193567534.0;None
5fe28587cfa22d000824eb17;858-20-SP-NEW;1020.2021/0002816-1;11/03/2021 13:41:27;Certificado de Acessibilidade;Autorização de prorrogação de prazo;14/08/2021;04/09/2021;False;2024.08.01;1630785567534.0;1628193567534.0
5fe28587cfa22d000824eb17;858-20-SP-NEW;1020.2021/0002816-1;11/03/2021 13:41:27;Certificado de Acessibilidade;Comunique-se padrão;05/11/2021;05/12/2021;True;2024.08.01;1638715059371.0;None
5fe28587cfa22d000824eb17;858-20-SP-NEW;1020.2021/0002816-1;11/03/2021 13:41:27;Certificado de Acessibilidade;Autorização de prorrogação de prazo;07/12/2021;04/01/2022;False;2024.08.01;1641307059371.0;1638715059371.0
5fe28587cfa22d000824eb17;858-20-SP-NEW;1020.2021/0002816-1;11/03/2021 13:41:27;Certificado de Acessibilidade;Intimação IEOS;20/04/2022;17/10/2022;True;2024.08.01;1666032876553.0;None
5fe7fb5076599f000886dfb2;891-20-SP-NEW;1020.2021/0000123-9;07/01/2021 10:44:16;Certificado de Acessibilidade;Comunique-se padrão;26/11/2021;26/12/2021;True;2024.08.01;1640543527194.0;None
5fe7fb5076599f000886dfb2;891-20-SP-NEW;1020.2021/0000123-9;07/01/2021 10:44:16;Certificado de Acessibilidade;Autorização de prorrogação de prazo;27/01/2022;25/01/2022;False;2024.08.01;1643135527194.0;1640543527194.0
5fe7fb5076599f000886dfb2;891-20-SP-NEW;1020.2021/0000123-9;07/01/2021 10:44:16;Certificado de Acessibilidade;Intimação IEOS;16/03/2022;12/09/2022;True;2024.08.01;1663003595763.0;None
5feb24094393240008e88e2f;897-20-SP-NEW;1020.2021/0000028-3;05/01/2021 13:45:27;Certificado de Acessibilidade;Comunique-se padrão;08/07/2021;07/08/2021;True;2024.08.01;1628342772620.0;None
5feb24094393240008e88e2f;897-20-SP-NEW;1020.2021/0000028-3;05/01/2021 13:45:27;Certificado de Acessibilidade;Comunique-se padrão;12/08/2021;11/09/2021;True;2024.08.01;1631383528058.0;None
